id,name,province_en,province,area,party,website,source,blog,facebook,role,other-role,term
W-AZ-006,مؤید حسینی صدر,West Azerbaijan,آذربایجان غربی,خوی/ چایپاره,اصلاح طلب,http://www.profsadr.com/,,,,عضو کمیسیون صنایع و معادن,,9
W-AZ-007,رسول خضری,West Azerbaijan,آذربایجان غربی,سردشت / پیرانشهر,مستقل,http://drkhezri.ir/DrRasoolKhezri.aspx,,,,دبیر اول کمیسیون بهداشت و درمان,,9
W-AZ-008,محمد قسیم عثمانی,West Azerbaijan,آذربایجان غربی,بوکان,اصلاح طلب,http://www.dr-osmani.com/,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
W-AZ-009,محمد علیپور رحمتی,West Azerbaijan,آذربایجان غربی,ماکو / چالدران/ شوط و پلدشت,جبهه متحد – جبهه پایداری,http://aliporerahmati.ir/,,,,عضو کمیسیون اقتصادی,,9
W-AZ-010,مهدی عیسی زاده,West Azerbaijan,آذربایجان غربی,تکاب / شاهین دژ / میاندوآب,جبهه ایستادگی – اصلاح طلب,http://isazade.ir,,,,عضو کمیسیون اجتماعی,,9
W-AZ-011,عابد فتاحی,West Azerbaijan,آذربایجان غربی,ارومیه,مستقل,,,,,عضو کمیسیون بهداشت و درمان,,9
W-AZ-012,نادر قاضی پور,West Azerbaijan,آذربایجان غربی,ارومیه,مستقل,http://gazipoor.com/  ,,http://nadergazipor.blogfa.com/,,عضو کمیسیون تحقیق,عضو کمیسیون صنایع و معادن,9
YAZ-001,محمدرضا تابش,Yazd,یزد,اردکان,اصلاح طلب,http://www.tabesh-ardakan.com/,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
YAZ-002,محمد صالح جوکار,Yazd,یزد,یزد و صدوق,جبهه متحد - جبهه پایداری,http://www.salehjokar.ir/fa/,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
YAZ-003,دخیل عباس زارع زاده مهریزی,Yazd,یزد,ابرکوه، بافق، خاتم و مهریز,جبهه متحد,http://www.dakhilabas.ir/,,,,سخنگو کمیسیون شوراها و امور داخلی کشور,,9
YAZ-004,سید جلال یحیی زاده فیروز آبادی,Yazd,یزد,تفت و میبد,جبهه متحد - جبهه پایداری,,,,,,,9
ZAN-001,محمد اسماعیلی,Zanjan,زنجان,زنجان / طارم,جبهه متحد – جبهه پایداری – جبهه ایستادگی,http://www.mohammadesmaeili.ir,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
ZAN-002,محمدرضاخان‌ محمدي‌خرمي,Zanjan,زنجان,ابهر,مستقل,,,,,نایب رئیس دوم کمیسیون صنایع و معادن,,9
ZAN-003,رضا عبداللهی,Zanjan,زنجان,ماهنشان/ انگوران/ ایجرود,جبهه متحد,,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
ZAN-004,محسن علیمردانی,Zanjan,زنجان,طارم,جبهه متحد ,http://mohsenalimardani.ir,,,,عضو کمیسیون اجتماعی,,9
ZAN-005,سید محمد علی موسوی سجاسی,Zanjan,زنجان,خدابنده,جبهه متحد – جبهه پایداری,http://smam.ir,,,,عضو کمیسیون قضایی و حقوقی,عضو کمیسیون اصل نودم قانون اساسی مجلس,9
