id,position,label,description,start_date,term,constituency,end_date,replaces,replaced_by,election,of,party
Q18816195,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q18816195,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-6 (Nowshera-II),,,,,,
Q18816201,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q18816201,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-3 (Peshawar-III),,,,,,
Q19517711,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517711,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-248 (Karachi-X),,,,,,
Q19517852,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517852,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-09-16,14th National Assembly,NA-254 (Karachi-XVI),,,,,,
Q19517865,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517865,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-255 (Karachi-XVII),,,,,,
Q19517866,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517866,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517882,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517882,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517897,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-232 Thatta,,,,,,
Q19517897,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-08-30,14th National Assembly,NA-237 (Thatta-I),,,,,,
Q19517901,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-207 Sukher-II,,,,,,
Q19517901,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-198 (Sukkur-cum-Shikarpur-I),,,,,,
Q19517905,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517905,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-215 (Khairpur-I),,,,,,
Q19517906,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-217 Sangarh-III,,,,,,
Q19517906,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,NA-236 (Sanghar-II),,,,,,
Q19517907,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517907,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-09-16,14th National Assembly,reserved seat for Women,,,,,,
Q19517909,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517909,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-205 (Larkana-cum-Qambar Shahdadkot),,,,,,
Q19517910,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517910,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-224 (Badin-cum-Tando Muhammad Khan-I),,,,,,
Q19517911,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517911,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-221 (Hyderabad-cum-Matiari),,,,,,
Q19517914,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517914,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-204 (Larkana),,,,,,
Q19517915,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-219 Mirpur Khas-II,,,,,,
Q19517915,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,NA-227 (Mirpur Khas-cum-Umerkot-II),,,,,,
Q19517916,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517916,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-209 (Jacobabad-cum-Kashmore),,,,,,
Q19517917,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517917,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,reserved seat for Women,,,,,,
Q19517918,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517918,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,reserved seat for Women,,,,,,
Q19517923,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517923,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-208 (Jacobabad),,,,,,
Q19517927,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-203 Kambar Shahdadkot-II,,,,,,
Q19517927,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-206 (Qambar Shahdadkot),,,,,,
Q19517928,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-214 Shaheed Benazirabad-II,,,,,,
Q19517928,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-214 (Nawabshah-II),,,,,,
Q19517929,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517929,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-257 (Karachi-XIX),,,,,,
Q19517930,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517930,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-242 (Karachi-IV),,,,,,
Q19517932,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-220 Umarkot,,,,,,
Q19517932,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-228 (Umerkot),,,,,,
Q19517936,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517936,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517938,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517938,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517945,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-221 Tharparkar-I,,,,,,
Q19517945,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-05,14th National Assembly,NA-230 (Tharparkar-II),,,,,,
Q19517946,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517946,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-247 (Karachi-IX),,,,,,
Q19517950,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517950,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517956,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517956,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517965,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517967,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517967,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517968,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517968,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,reserved seat for Women,,,,,,
Q19517970,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517970,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,reserved seat for Women,,,,,,
Q19517973,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517973,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517975,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517975,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517976,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517976,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517977,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517977,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517978,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517978,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-27,14th National Assembly,reserved seat for Women,,,,,,
Q19517983,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517983,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-220 (Hyderabad-II),,,,,,
Q19517984,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517984,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517986,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517992,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517992,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517993,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517993,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19517994,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517994,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,reserved seat for Women,,,,,,
Q19517997,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19517997,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-253 (Karachi-XV),,,,,,
Q19517998,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19518002,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19518002,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19518003,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19518003,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19518005,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19518005,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-245 (Karachi-VII),2016,,,,,
Q19518007,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19518007,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19518010,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19518010,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19518011,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19518011,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19518135,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19518135,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-240 (Karachi-II),,,,,,
Q19518197,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19518197,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-239 (Karachi-I),,,,,,
Q19519189,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19519189,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-244 (Karachi-VI),,,,,,
Q19519191,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19519191,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-251 (Karachi-XIII),,,,,,
Q19560992,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-255 Central Karachi-III,,,,,,
Q19560992,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-219 (Hyderabad-I),,,,,,
Q19560993,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seats for minorities,,,,,,
Q19561134,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19561134,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,reserved seats for minorities,,,,,,
Q19604851,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19604851,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19604939,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19604939,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-234 (Sanghar-I),,,,,,
Q19604965,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19604965,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seats for minorities,2018-05-31,,,,,
Q19604979,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19604979,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19605036,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19605036,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19605040,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19605040,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seats for minorities,,,,,,
Q19605057,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19605057,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19605058,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19605058,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q19605120,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-231 Sajawal,,,,,,
Q19605120,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-238 (Thatta-II),,,,,,
Q19605121,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19605121,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-217 (Khairpur-III),,,,,,
Q19605130,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q19605130,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seats for minorities,,,,,,
Q21062518,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-159 Multan-VI,,,,,,
Q21062518,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2016-03-25,14th National Assembly,NA-153 (Multan-VI),,,,,,
Q2112316,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-228 Tando Muhammad Khan,,,,,,
Q2112316,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-222 (Tando Muhammad Khan-cum-Hyderabad-cum-Badin),,,,,,
Q21244865,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q21244865,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2015-11-06,14th National Assembly,NA-19 (Haripur),,,,,,
Q21244923,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-142 Okara-II,,,,,,
Q21244923,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2015-11-06,,Constituency NA-144,2018-05-31,,,,,
Q21244923,Q55783826,Member of the 15th National Assembly of Pakistan,"",2018-08-13,,NA-142 Okara-II,,,,,,
Q22279789,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q22279789,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2015-04-29,14th National Assembly,NA-246 (Karachi-VIII),,,,,,
Q2371076,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-230 Badin-II,,,,,,
Q2371076,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-225 (Badin-cum-Tando Muhammad Khan-II),,,,,,
Q23760943,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q23760943,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2015-06-17,14th National Assembly,NA-108 (Mandi Bahauddin-I),,,,,,
Q23760945,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q23760945,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2015-03-24,14th National Assembly,NA-137 (Nankana Sahib-III),,,,,,
Q23760947,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q23760947,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2015-11-06,14th National Assembly,reserved seat for Women,,,,,,
Q25549884,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-216 (Khairpur-II),,,,,,
Q2621352,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q2621352,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-191 (Bahawalnagar-IV),,,,,,
Q2621352,Q6867378,Ministry of Minorities,"","",,,,,,,,
Q2621352,Q6867501,Ministry of Religious Affairs,"","",,,,,,,,
Q26703234,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2016-02-12,14th National Assembly,NA-218 (Matiari-cum-Hyderabad),,,,,,
Q26923873,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2015-04-27,14th National Assembly,reserved seat for Women,,,,,,
Q26923886,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2016-05-09,14th National Assembly,NA-245 (Karachi-VII),,,,,,
Q26923888,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2016-09-08,14th National Assembly,NA-63 (Jhelum-II),,,,,,
Q27662420,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2016-09-29,14th National Assembly,NA-162 (Sahiwal-III),,,,,,
Q2842534,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-9 (Mardan-I),,,,,,
Q28858734,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-139 (Kasur-II),,,,,,
Q2961554,Q1758037,speaker,"presiding officer of a deliberative assembly, especially a legislative body",2018-08-16,,,,Rana Muhammad Iqbal Khan,,,,
Q2961554,Q1837955,"Chief Minister of Punjab, Pakistan","",2002-11-29,,,2007-11-18,Shehbaz Sharif,Sheikh Ejaz Nisar,,,
Q2961554,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-105 (Gujrat-II),2018-05-31,,,,,
Q2961554,Q42020037,Member of the 13th National Assembly of Pakistan,member of the Pakistani National Assembly 2008–2013,2008-03-17,,NA-58 (Attock-II),2013-05-31,Malik Allahyar Khan,Malik Ihtebar Khan,,,
Q2961554,Q5261070,Deputy Prime Minister of Pakistan,"",2012-06-25,,,2013-03-16,,,,,
Q2961554,Q55783826,Member of the 15th National Assembly of Pakistan,"",2018-07-25,,,,,,,,
Q2961554,Q6508554,Leader of the Opposition,parliamentary position in Pakistan,2008-03-25,,,2008-09-17,,,,,
Q3067725,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-05,14th National Assembly,NA-24 (Dera Ismail Khan),2018-05-31,,,,,
Q3067725,Q6508554,Leader of the Opposition,parliamentary position in Pakistan,"",,,,,,,,
Q3104992,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-211 (Naushero Feroze-I),,,,,,
Q316987,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-207 (Larkana-cum-Sheikhupur-cum-Qambar Shahdadkot),,,,,,
Q33076529,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2017-08-01,14th National Assembly,NA-260 (Quetta-cum-Chagai-cum-Nushki-cum-Mastung),,Abdul Rahim Khan Mandokhel,,by-election,,
Q3342137,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-52 (Rawalpindi-III),,,,,,
Q337984,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q337984,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q3694886,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q3694886,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-117 (Narowal-III),,,,,,
Q388793,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-8 (Charsadda-II),,,,,,
Q42328085,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-28 Peshawar-II,,,,,,
Q42328085,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2017-11-02,14th National Assembly,NA-4 (Peshawar-IV),,,,,,
Q4665594,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-271 (Kharan-cum-Washuk-cum-Panjgur),,,,,,
Q4665668,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q4665668,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-252 (Karachi-XIV),,,,,,
Q4690427,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-202 Kambar Shahdadkot-I,,,,,,
Q4690427,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2014-05-12,14th National Assembly,NA-202 (Shikarpur),,,,,,
Q4701614,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-26 (Bannu),,,,,,
Q4725033,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-201 (Ghotki-II),,,,,,
Q4790529,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-250 (Karachi-XII),2018-05-31,,,,,
Q4790529,Q473984,President of Pakistan,Political position,"",,,,,,,,
Q4790529,Q55783826,Member of the 15th National Assembly of Pakistan,"",2018-08-13,,NA-250 (Karachi-XII),,,,,,
Q4803224,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-09-16,14th National Assembly,Constituency NA-48,,,,,,
Q4803224,Q484876,chief executive officer,highest-ranking corporate officer or administrator,"",,,,,,,Engro Corporation,
Q4829683,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-173 (Dera Ghazi Khan-III),,,,,,
Q4832891,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-213 (Nawabshah-I),,,,,,
Q48558400,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2018-02-19,14th National Assembly,NA-154 (Lodhran-I),,,,,,
Q5088089,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q5088089,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-84 (Faisalabad-X),,,,,,
Q5088106,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q5088106,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-135 (Nankana Sahib-I-cum-Sheikhupura),,,,,,
Q5088106,Q5589654,Governor of Gilgit–Baltistan,"",2013-06-13,,,,,,,,
