statement,id,name,start_date,end_date,constituency,constituency_id,party,party_id,term
Q47529978-ED06CAD9-B129-4DC2-A3C8-CA2F7E53689D,Q47529978,Ross Kriel Purdon,2016-11-14,2019-05-07,,,Democratic Alliance,Q761877,26
Q47529985-0FE25F35-CFBC-49E4-88B4-4B8698BB8840,Q47529985,Sango Patekile Holomisa,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q47529988-261E81E3-3E56-475C-AB98-DCAD5103DACB,Q47529988,Gerhardus Oosthuizen,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q47529989-D4E4A61F-03C1-49C4-94F6-7FD41258650E,Q47529989,Mamagase Elleck Nchabeleng,2014-05-21,2019-05-07,Limpopo,Q134907,African National Congress,Q83162,26
Q47530002-9C7C862C-4769-4220-85CA-C82605E8B2B5,Q47530002,Barbara Thomson,2014-05-21,2019-05-07,KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q47530006-44F2E5B8-9EB3-4F99-B009-72699EB60DCE,Q47530006,Leonard Jones Basson,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q47530007-56D68D94-FBC1-48A2-95EC-42DB9464EE85,Q47530007,Phumzile Bhengu-Kombe,2014-05-21,2019-05-07,KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q47530012-D0164364-1728-48B5-A5A7-8253384AA53B,Q47530012,Bridget Staff Masango,2015-10-06,2019-05-07,Gauteng,Q133083,Democratic Alliance,Q761877,26
Q47530021-997E203F-BF32-448C-B089-AAC4778CF655,Q47530021,Zelda Jongbloed,2014-05-21,2018-07-21,,,Democratic Alliance,Q761877,26
Q47530023-FEE5875E-CD27-4FAE-99C7-D81C9720B1D0,Q47530023,Adrian John Williams,2014-11-17,2019-05-07,,,African National Congress,Q83162,26
Q47530024-812B1E68-1A80-42AA-9421-B76EBFD8C703,Q47530024,Robert Alfred Lees,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q47530028-863200E7-EE1E-464C-8965-8D09798AABA9,Q47530028,Hope Helene Malgas,2014-05-21,2019-05-07,Eastern Cape,Q130840,African National Congress,Q83162,26
Q47530029-21E581BB-BCD1-4025-815D-3A5F3C98EE42,Q47530029,Lindiwe Michelle Maseko,2014-05-21,2019-05-07,Gauteng,Q133083,African National Congress,Q83162,26
Q47530040-13DBFFF4-5C1A-4630-9BD1-250AAFC6A2D1,Q47530040,Ntombovuyo Veronica Mente,2014-05-21,2019-05-07,Gauteng,Q133083,Economic Freedom Fighters,Q15613585,26
Q47530043-7C7354DF-0AB5-44D1-BF0E-21074D974454,Q47530043,Beatrice Thembekile Ngcobo,2014-05-21,2018-02-18,KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q47530047-E8D59BF0-55C9-4EDC-90E1-55FA8A12F529,Q47530047,Godfrey Oliphant,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q47530048-E7287F7C-21CD-4FF9-A492-A811132F4BBE,Q47530048,Joseph Phaahla,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q47530053-B3EEF362-1DD1-420A-8373-E407AA145CFA,Q47530053,Cornelia Carol September,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q47530055-4D7ED1C6-5DA3-4BAF-BF29-0D6B474811F6,Q47530055,Dikeledi Rebecca Tsotetsi,2014-05-21,2019-05-07,Gauteng,Q133083,African National Congress,Q83162,26
Q47530056-92BD9F08-B55E-43B6-822B-6653E2CC64BF,Q47530056,Mtikeni Patrick Sibande,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q47530057-E202ADA1-AD4C-474D-9AF2-FBA99F306AB2,Q47530057,Brandon Rodney Topham,2015-10-06,2018-03-18,,,Democratic Alliance,Q761877,26
Q47530058-C8DAF05E-E42A-413A-88D0-4A429C6C2B96,Q47530058,Solomon Lechesa Tsenoli,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q47530059-CE3D56D5-7A85-4139-ADBA-5656CDA6665D,Q47530059,Hlomane Patrick Chauke,2015-12-09,2019-05-07,North West,Q165956,African National Congress,Q83162,26
Q47530060-EFF40999-5DB3-43B7-88F6-D5DAE8D05B67,Q47530060,Andricus Pieter Van der Westhuizen,2014-05-21,2019-05-07,Western Cape,Q127167,Democratic Alliance,Q761877,26
Q47530061-0E502598-E54C-4260-906F-C8E79CCEC8FA,Q47530061,James Vos,2014-05-21,2018-11-11,,,Democratic Alliance,Q761877,26
Q47530067-6326015E-2DF6-4AA0-9D88-50451588FF5A,Q47530067,Hildah Vangile Nyambi,2014-11-14,2019-05-07,,,African National Congress,Q83162,26
Q47530068-D70045B7-75E7-47FC-AED8-E214C7786449,Q47530068,Dipuo Bertha Letsatsi-Duba,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q47530071-455B4D1E-0561-4D12-947E-AAAB79CCEE2E,Q47530071,Choloane David Matsepe,2014-05-21,2019-05-07,Limpopo,Q134907,Democratic Alliance,Q761877,26
Q47530136-7CB4997D-172C-4B57-89C4-81ABF8F8EA39,Q47530136,Russel Nsikayezwe Cebekhulu,2015-08-01,2019-05-07,KwaZulu-Natal,Q81725,Inkatha Freedom Party,Q654444,26
Q47530161-29b0b6b5-4192-3535-d5c2-898a86bc7b14,Q47530161,Bertha Peace Mabe,2014-05-21,2016-12-06,,,African National Congress,Q83162,26
Q47530161-6B3738EF-A034-41BC-93B5-8B582B177C52,Q47530161,Bertha Peace Mabe,2017-02-24,2019-05-07,,,African National Congress,Q83162,26
Q47536490-80B2120C-8130-4DCE-8939-7E4FBC8EB18C,Q47536490,Hendrik Christiaan Crafford Krüger,2014-05-21,2019-05-07,Mpumalanga,Q132410,Democratic Alliance,Q761877,26
Q47536522-D7E47500-3685-44C6-A0EB-E1662175AED4,Q47536522,Sheilla Tembalam Xego,2014-05-21,2019-05-07,Eastern Cape,Q130840,African National Congress,Q83162,26
Q47536761-A83CC1F6-C50B-47B2-8228-32B45D98BAB1,Q47536761,Christian Themba Msimang,2014-08-23,2017-11-01,,,Inkatha Freedom Party,Q654444,26
Q47536774-91B507D7-02FC-467E-BE3A-AF5362162C9A,Q47536774,Mmabatho Olive Mokause,2015-04-13,2018-01-01,,,Economic Freedom Fighters,Q15613585,26
Q47536775-1BD9C8FB-BDDB-4298-A281-6C56ECCEE1BF,Q47536775,Elsabe Natasha Ntlangwini,2014-05-21,2019-05-07,,,Economic Freedom Fighters,Q15613585,26
Q47536776-4432CDD6-E957-4AC4-BE2F-0E54D7DC8D0F,Q47536776,Mathews Wolmarans,2017-09-21,2019-05-07,,,African National Congress,Q83162,26
Q47536780-935110D5-B9F3-4120-9A96-AB66F89C11E4,Q47536780,Nhlanhlakayise Moses Khubisa,2014-05-21,2019-05-07,,,National Freedom Party,Q6972795,26
Q47536782-BEEC3188-B857-4074-8E03-6CFC26CE5FDB,Q47536782,Liezl Linda van der Merwe,2014-05-21,2019-05-07,,,Inkatha Freedom Party,Q654444,26
Q47536786-934EE2C4-80DD-42FE-8EA3-B4A7B8B2A4DF,Q47536786,Shadrack Lapologang Tlhaole,2017-02-01,2017-10-31,,,Economic Freedom Fighters,Q15613585,26
Q47536789-3F5CFD76-1056-4998-955F-E0CEE9989B7F,Q47536789,Marshall Mzingisi Dlamini,2015-04-13,2019-05-07,,,Economic Freedom Fighters,Q15613585,26
Q47536792-3074FEF8-B742-4FD0-89E4-28771385780A,Q47536792,Thembi Majola,2014-05-25,2019-01-01,,,African National Congress,Q83162,26
Q47536793-78BEF2D8-F429-41C9-8CD9-746B4BAA073C,Q47536793,Sfiso Norbert Buthelezi,2016-04-04,2019-05-07,,,African National Congress,Q83162,26
Q47536797-781FE859-346B-4C00-8137-24754C75EC8E,Q47536797,Ellen Molekane,2014-05-25,2019-05-07,,,African National Congress,Q83162,26
Q47536813-FEA78A78-498B-4F38-A8B7-178243C6739C,Q47536813,Makgathatso Charlotte Chana Pilane-Majake,2014-05-21,2019-05-07,Gauteng,Q133083,African National Congress,Q83162,26
Q47536847-A6D3BD1B-3FDA-4E22-9485-BA83E298CD4F,Q47536847,Moses Sipho Mbatha,2014-05-21,2018-01-01,Gauteng,Q133083,Economic Freedom Fighters,Q15613585,26
Q47536864-297C2566-BB91-4752-BC99-02D643CE0755,Q47536864,Thabo Moses Manyoni,2016-09-04,2017-05-15,,,African National Congress,Q83162,26
Q47536916-8939A020-6B09-41CF-8129-D285DC54B161,Q47536916,Masefele Rosalia Morutoa,2014-05-21,2019-05-07,Gauteng,Q133083,African National Congress,Q83162,26
Q47536937-930EBFA4-69D7-411B-87DB-609BC386C02B,Q47536937,Rainey Thamie Hugo,2017-09-04,2019-05-07,,,Democratic Alliance,Q761877,26
Q47536946-D7388703-1982-4EE9-8AE2-E8E81D47E654,Q47536946,Thandi Vivian Tobias,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q4763221-10F4FFC9-152A-44AA-81F2-5A871846AF61,Q4763221,Angie Motshekga,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q4768956-C01260A8-D585-4DF2-AFEE-1F1A8704C0CE,Q4768956,Annelie Lotriet,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q4769095-A0C7A24F-F905-4A94-9B62-DB6E9D0FEAC3,Q4769095,Annette Theresa Lovemore,2014-05-21,2016-08-06,Eastern Cape,Q130840,Democratic Alliance,Q761877,26
Q47878458-17e51d35-4219-1e2d-e348-a4020a68c8eb,Q47878458,Timothy Zanoxolo Matsebane Khoza,2014-05-26,2017-08-02,,,African National Congress,Q83162,26
Q47890496-A5254FEB-EF1C-4661-AE36-0179EFCE3979,Q47890496,Bonisile Alfred Nesi,2014-05-21,2016-10-02,Eastern Cape,Q130840,African National Congress,Q83162,26
Q47890500-0BD77F15-2756-43AC-BDDE-3DB7221341F3,Q47890500,Mangaqa Albert Mncwango,2014-05-21,2017-06-15,KwaZulu-Natal,Q81725,Inkatha Freedom Party,Q654444,26
Q47890555-7F1F37EB-F5A1-4161-8BBB-C2778788AB09,Q47890555,Itumeleng Mosala,2014-05-21,2015-12-09,North West,Q165956,African National Congress,Q83162,26
Q47890561-850DD0A5-6F3C-450D-AB19-709762F70B4E,Q47890561,Hlakudi Frans Nkoana,2014-05-21,2015-01-01,Mpumalanga,Q132410,African National Congress,Q83162,26
Q47890578-274E7292-A941-4BC1-BB8D-98C8097C247C,Q47890578,Tete Ramalie Jonas Ezekiel Ramokhoase,2014-05-21,2015-09-02,Free State,Q160284,African National Congress,Q83162,26
Q47890588-B7ED58BF-7E21-44DF-8DCC-7E5D779D24BE,Q47890588,Solomon Patrick Mabilo,2014-05-21,2017-10-17,Northern Cape,Q132418,African National Congress,Q83162,26
Q47890596-6C240E09-4685-44EF-9274-994ACCC9B2A4,Q47890596,Andrew Grant Whitfield,2014-05-21,2016-08-06,,,Democratic Alliance,Q761877,26
Q47890603-25807F50-C240-4B6D-B8F8-EB7B97E8DF24,Q47890603,Joseph Job McGluwa,2014-05-21,2015-11-12,,,Democratic Alliance,Q761877,26
Q47890603-6a260394-4850-2727-8add-528fea3962f9,Q47890603,Joseph Job McGluwa,2018-08-16,2019-05-07,,,Democratic Alliance,Q761877,26
Q47890613-46AC9949-04AA-4E02-B620-4BDEF32E69C0,Q47890613,Heinrich Cyril Volmink,2014-05-21,2017-03-14,Gauteng,Q133083,Democratic Alliance,Q761877,26
Q47890624-D4F0E08B-61CA-42C8-B596-BB83DF7B773A,Q47890624,Hlayiseka Crucief Chewane,2015-05-20,2017-01-01,Gauteng,Q133083,Economic Freedom Fighters,Q15613585,26
Q47890639-FDC96852-C449-4C46-913A-92DEF1BCD2F6,Q47890639,Nicholous Pro Khoza,2014-05-21,2017-01-24,Mpumalanga,Q132410,Economic Freedom Fighters,Q15613585,26
Q47890647-8329BD76-07BA-4341-9E8A-F0759DF7849F,Q47890647,Seropane Senyane Alton Mphethi,2014-05-21,2015-06-18,,,Pan Africanist Congress of Azania,Q775460,26
Q47890655-C828F7A3-DB2B-47FC-94D2-2BC4310895AE,Q47890655,Kgotso Zachariah Morapela,2014-05-21,2015-10-31,Free State,Q160284,Economic Freedom Fighters,Q15613585,26
Q47890678-8E960349-CE69-4D3D-9782-5E09328D0B95,Q47890678,Bernard Daniel Joseph,2014-05-21,2015-05-01,Western Cape,Q127167,Economic Freedom Fighters,Q15613585,26
Q47890694-653E0744-09FF-4844-A984-D94DDBEF3ED4,Q47890694,Pumza Ntobongwana,2014-05-21,2016-08-23,,,Economic Freedom Fighters,Q15613585,26
Q47890706-FCD94373-55DA-4F17-B38E-0378FA49703F,Q47890706,Asanda Matshobeni,2014-05-21,2016-08-23,Eastern Cape,Q130840,Economic Freedom Fighters,Q15613585,26
Q47890713-18612567-94F8-4397-9E43-DA1F01ED0FD6,Q47890713,Johanna Fredrika Terblanche,2014-05-21,2017-09-07,,,Democratic Alliance,Q761877,26
Q47890722-A634242B-87AB-4EFF-BC50-90A1DF21B10A,Q47890722,Yolanda Rachel Botha,2014-05-21,2014-12-01,Northern Cape,Q132418,,,26
Q47890733-B2A634D6-9BB0-4E66-84B2-DCA0593A4FCC,Q47890733,Abinaar Modikela Matlhoko,2014-05-21,2016-08-19,North West,Q165956,Economic Freedom Fighters,Q15613585,26
Q47890739-E497F578-A21E-4B07-828F-A309A6684867,Q47890739,Mantsheng Anna Tsopo,2014-05-21,2014-10-01,,,African National Congress,Q83162,26
Q47890751-8D716B67-1CEF-46B0-8C49-2739181ADCE2,Q47890751,Michael Malisa Tshishonga,2014-05-21,2015-05-01,,,Agang South Africa,Q4969082,26
Q47890776-42FE8E1D-E2F6-42EC-BBFA-3D62BCF18CC3,Q47890776,Agnes Daphne Noluthando Qikani,2014-05-21,2016-12-05,,,African National Congress,Q83162,26
Q47890786-9605B98D-1B3B-4595-9005-62CAF7749824,Q47890786,Diliza Lucky Twala,2014-05-21,2015-07-16,Gauteng,Q133083,Economic Freedom Fighters,Q15613585,26
Q47890797-34F794DB-B172-4972-AE17-3B733B4D873E,Q47890797,Shela Paulina Boshielo,2014-05-21,2015-06-05,Limpopo,Q134907,African National Congress,Q83162,26
Q47890812-DD1CA3CA-81BB-471F-A2B2-56D942A7B0FE,Q47890812,Lance William Greyling,2014-05-21,2015-02-28,,,Democratic Alliance,Q761877,26
Q47890821-181200FB-85D0-4A46-9109-38C3A0F6A53E,Q47890821,Zizi Kodwa,2014-05-21,2014-05-26,,,African National Congress,Q83162,26
Q47890848-811BD2C3-8707-4D3F-A57F-114DA9E92C60,Q47890848,John Andile Mngxitam,2014-05-21,2015-04-01,,,,,26
Q47890857-52105AE7-376A-48F0-A73B-0DE843160839,Q47890857,Magdalene Moonsamy,2014-05-21,2015-01-01,,,Economic Freedom Fighters,Q15613585,26
Q47890869-5D11EDA9-7C39-447C-BF5E-F65D15A2EF22,Q47890869,Abram Molefe Mudau,2014-05-21,2017-01-30,North West,Q165956,African National Congress,Q83162,26
Q47890880-E0BC89CD-1277-4B6C-B587-5F6B1AD9C9DE,Q47890880,Joel Sibusiso Ndebele,2014-05-21,2014-05-25,,,African National Congress,Q83162,26
Q47890891-BB788A19-7A77-434F-A319-54676918EB10,Q47890891,Ramakaudi Paul Ramakatsa,2014-05-21,2015-04-01,,,Economic Freedom Fighters,Q15613585,26
Q47890940-A2E8584B-7902-4289-81C7-39A3E4D93574,Q47890940,Elvis Kholwana Siwela,2014-05-21,2017-09-20,Mpumalanga,Q132410,African National Congress,Q83162,26
Q47890956-DA95FDF4-6ADB-4124-A391-8D7215E47B9E,Q47890956,Raesibe Eunice Nyalungu,2014-05-21,2016-07-21,,,African National Congress,Q83162,26
Q47890961-C95CB74C-E402-4862-A353-12585F8406CA,Q47890961,Trevor John Bonhomme,2014-05-21,2017-07-29,KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q47890972-D0175A9C-5B9E-469F-AE8B-25B162764A99,Q47890972,Johanna Mmule Maluleke,2014-05-21,2016-06-03,North West,Q165956,African National Congress,Q83162,26
Q47890979-2C2F11B2-C630-4E97-958F-5C69F143FD44,Q47890979,Maureen Angela Scheepers,2014-05-21,2016-06-30,Free State,Q160284,African National Congress,Q83162,26
Q47890986-4D8B18C1-EC69-42DB-A316-B94F4B81982A,Q47890986,Mzwandile Masina,2014-05-21,2016-08-23,,,African National Congress,Q83162,26
Q47890991-85623687-FFF4-443B-9E67-DB9E7FC1206A,Q47890991,Bennet Mzwenqaba Bhanga,2014-05-21,2016-08-06,Eastern Cape,Q130840,Democratic Alliance,Q761877,26
Q47890998-2F58F4EB-E0DC-437E-B908-1EB0020FC7A1,Q47890998,Monwabisi Bevan Goqwana,2014-05-21,2016-06-27,,,African National Congress,Q83162,26
Q47891871-2DBE35EF-A211-46D4-BDA3-8CCE541CF49A,Q47891871,Lumka Elizabeth Yengeni,2014-05-21,2017-10-02,,,African National Congress,Q83162,26
Q48078983-98ea828d-4a35-8dd4-4179-623f34c12f2f,Q48078983,Terence Skhumbuzo Mpanza,2017-04-24,2019-05-07,,,African National Congress,Q83162,26
Q48079764-390c068e-4ef0-96d7-74df-9c3ba9575111,Q48079764,Mgcini Tshwaku,2017-11-01,2019-05-07,,,Economic Freedom Fighters,Q15613585,26
Q48079992-b61aa232-4a16-ac96-d0a0-9e805e776dba,Q48079992,Carin Visser,2017-12-01,2018-08-16,,,Democratic Alliance,Q761877,26
Q48080455-ba1738e2-442f-8bcc-2cdf-8ab092851aa2,Q48080455,Nontando Judith Nolutshungu,2018-01-05,2019-05-07,,,Economic Freedom Fighters,Q15613585,26
Q48081103-99175ddf-4050-a939-2a31-344b80797667,Q48081103,Wouter Wynand Wessels,2017-12-01,2019-05-07,,,Freedom Front Plus,Q510163,26
Q48081399-cef463bd-4d43-d785-1d00-26078b6f8880,Q48081399,Ntokozo Khonziwe Fortunate Hlonyana,2018-01-01,2019-05-07,,,Economic Freedom Fighters,Q15613585,26
Q48086018-3e593a3d-41bf-71e6-8770-8641179fae7d,Q48086018,Sophie Suzan Thembekwayo,2017-01-04,2019-05-07,Gauteng,Q133083,Economic Freedom Fighters,Q15613585,26
Q48086661-9183e99f-497f-90cd-f379-7d273900388a,Q48086661,Thembisile Angel Khanyile,2017-12-01,2019-05-07,,,Democratic Alliance,Q761877,26
Q48087000-591734d0-400f-4897-ee3f-7de45ad5894e,Q48087000,Elphas Mfakazeleni Buthelezi,2017-11-01,2019-05-07,,,Inkatha Freedom Party,Q654444,26
Q4868980-9C1DC25A-F28B-4D48-A8EF-F6B5DC371019,Q4868980,Bathabile Dlamini,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q4901661-D1153460-9694-4DEF-91E7-BE5A6BC12242,Q4901661,Bheki Cele,2014-05-21,2019-05-07,KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q4956754-c06fd302-4b76-d89e-1901-fcc7ff5f6279,Q4956754,Tina Joemat-Petterssen,2014-05-21,2017-03-31,,,African National Congress,Q83162,26
Q5049285-11DB22D3-98C2-4263-8CF5-30CD0E4235A6,Q5049285,Cassel Charlie Mathale,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q5057098-6D9C3192-A3A6-41CB-8CB8-3686C4EA0F46,Q5057098,Cedric Thomas Frolick,2014-05-21,2019-05-07,Eastern Cape,Q130840,African National Congress,Q83162,26
Q5081288-F6512FC6-1EB6-4D26-B81F-2B015E12F390,Q5081288,Charles Nqakula,2014-05-30,2018-06-18,,,African National Congress,Q83162,26
Q510746-51D6386B-C172-4F46-94C5-92F32474E839,Q510746,Nosiviwe Mapisa-Nqakula,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q51673650-9dabc6b9-4759-8315-8e87-da49bc0a416b,Q51673650,Alvin Botes,2018-02-27,2019-05-07,,,,,26
Q51674050-E563518B-1E1C-466C-BBFA-BFDD67AC4998,Q51674050,Neliswa Peggy Nkonyeni,2018-02-27,2019-05-07,KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q5237258-D5529C8B-42F2-4CF5-AA90-9F8052E839B7,Q5237258,David John Maynier,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q5257754-2FAE83F2-3F3C-46ED-B08B-8A9E4E978BE8,Q5257754,Denise Robinson,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q5279277-39DD9963-6F17-4C3E-B43E-05199288C6B6,Q5279277,Dion George,2014-05-21,2015-06-01,,,Democratic Alliance,Q761877,26
Q5280133-BE5764EF-6C52-4C68-BD92-B793F7AC14FD,Q5280133,Dipuo Peters,2014-05-21,2017-03-31,,,African National Congress,Q83162,26
Q5331984-71F6A455-57F6-41AC-BF27-B89D7CB54DA7,Q5331984,Ebrahim Patel,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q5340080-5176B1BF-F61B-4573-9EA8-1DEC92229762,Q5340080,Edna Molewa,2014-05-21,2018-09-22,,,African National Congress,Q83162,26
Q5388710-1AB9E46C-B548-4626-BC63-44290E2A68D6,Q5388710,Erik Johannes Marais,2014-05-21,2019-05-07,Western Cape,Q127167,Democratic Alliance,Q761877,26
Q55350573-a97e45f2-4e44-658a-5cc1-6f688af854b8,Q55350573,Zweli Mkhize,2018-02-27,2019-05-07,KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q55350805-2fae8580-43d2-d4bb-5568-7510d6cad958,Q55350805,Makgabo Reginah Mhaule,2018-02-26,2019-05-07,Mpumalanga,Q132410,African National Congress,Q83162,26
Q55351012-3c5bd14f-4ff2-4482-67b1-fa819a446273,Q55351012,David Dabede Mabuza,2018-02-27,2019-05-07,Mpumalanga,Q132410,African National Congress,Q83162,26
Q55351310-db7c9d4a-4d8e-dbd1-086b-1cfaefaa6e2b,Q55351310,Gwen Ngwenya,2018-02-27,2019-05-07,,,Democratic Alliance,Q761877,26
Q55351542-1c65faad-4911-80f8-9eba-7aebfd2c73f3,Q55351542,Nhlanhla Xaba,2018-02-27,2019-05-07,,,African National Congress,Q83162,26
Q55351699-d4737bae-4ce7-f964-96fd-2deaed1a1f17,Q55351699,Tsholofelo Katlego Motshidi,2018-03-18,2019-05-07,,,Democratic Alliance,Q761877,26
Q5535621-8CCAA06C-939B-4DB0-8A80-49592DA7CF5F,Q5535621,Geordin Gwyn Hill-Lewis,2014-05-21,2019-05-07,Western Cape,Q127167,Democratic Alliance,Q761877,26
Q554131-A076DE24-B51E-4706-992C-98AC5A807786,Q554131,Mangosuthu Gatsha Buthelezi,2014-05-21,2019-05-07,,,Inkatha Freedom Party,Q654444,26
Q5607020-B24A4780-88AD-40CA-B51D-C6473E4CC43D,Q5607020,Gregory Rudy Krumbock,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q561279-A1BEF365-1FB0-4109-890A-FDE9B22FB727,Q561279,Pravin Gordhan,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q56217418-443c8e55-41d4-791e-80bb-5d83d7c04ff9,Q56217418,Phoebe Noxolo Abraham,2018-08-14,2019-05-07,,,African National Congress,Q83162,26
Q56299105-56b75a12-4919-8426-bf58-ed64f00926fe,Q56299105,Albert Mammoga Seabi,2018-07-30,2019-05-07,,,African National Congress,Q83162,26
Q56299115-7d8a710a-42d9-78c0-5190-4073b83b6446,Q56299115,Nomvuzo Francisca Shabalala,2018-07-31,2019-05-07,,,African National Congress,Q83162,26
Q56738076-182868bd-4dbb-84ef-9ae1-45ee799abbb9,Q56738076,Michael Stephen Shackleton,2018-09-01,2019-05-07,,,Democratic Alliance,Q761877,26
Q56738077-16cb3e21-4fe0-90a3-920c-dcc6c31627ed,Q56738077,Johan Jaco Londt,2018-09-07,2019-05-07,,,Democratic Alliance,Q761877,26
Q56738078-b941adb6-4c32-cb98-658f-f4d0ceb7480f,Q56738078,Yoliswa Nomampondomise Yako,2018-09-03,2019-05-07,,,Economic Freedom Fighters,Q15613585,26
Q56738079-f992bca9-4d9c-7a3a-b0ed-7f9a1de64505,Q56738079,Busisiwe Clarah Ndlovu,2018-08-17,2019-05-07,,,African National Congress,Q83162,26
Q5713725-70635DC0-5BF9-4728-BB45-4FE8B65BF443,Q5713725,Hendrik Cornelus Schmidt,2014-05-21,2019-05-07,Gauteng,Q133083,Democratic Alliance,Q761877,26
Q57282-5031026e-4840-ce77-60e7-02188e1de492,Q57282,Jacob Zuma,2014-05-21,2014-05-21,,,African National Congress,Q83162,26
Q57393791-863d5a64-4132-e253-4186-d7f88fddc8d1,Q57393791,Lesiba Dorah Meso,2018-08-17,2019-05-07,,,African National Congress,Q83162,26
Q57976425-0f0be6a8-45fd-66c9-f2c5-d032cf47260b,Q57976425,Helmar Philip Geyer,2018-10-16,2019-05-07,,,Democratic Alliance,Q761877,26
Q58160-B09E26D5-78F3-4314-AAF5-3BCEA1702258,Q58160,Maite Nkoana-Mashabane,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q592604-a0a04066-4dd6-c203-95e0-1ff80ec26e6c,Q592604,Dianne Kohler Barnard,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q5982514-ACADB502-836F-4F83-AEF6-93B4BD9E9367,Q5982514,Ian Michael Ollis,2014-05-21,2018-08-31,,,Democratic Alliance,Q761877,26
Q61132965-57680907-435a-57a7-7679-b79e7084185b,Q61132965,Johanna Steenkamp,2014-05-21,2019-05-07,North West,Q165956,Democratic Alliance,Q761877,26
Q6117269-F82A1E57-87B0-42B6-95EB-923EC916D0CA,Q6117269,Jackson Mphikwa Mthembu,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q6138223-F204CD5A-7254-4E0B-ACE0-73A948202825,Q6138223,James Robert Bourne Lorimer,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q6142922-59517bfd-43ec-46d6-4296-e896cd665e7f,Q6142922,James Selfe,2014-05-21,2019-05-07,Western Cape,Q127167,Democratic Alliance,Q761877,26
Q62030347-7d3581f3-4795-7710-5ef1-3afc38aa5451,Q62030347,Gloria Bukiwe Fanta,2019-02-21,2019-05-07,,,African National Congress,Q83162,26
Q62030383-26aea7dd-434e-2c88-9619-9f4d96f08cd5,Q62030383,Ntshetsi Esrom Seabi,2019-02-21,2019-05-07,,,African National Congress,Q83162,26
Q6258967-0014DCC6-82A3-40ED-8EE9-40EDE1EC9ADD,Q6258967,John Henry Steenhuisen,2014-05-21,2019-05-07,KwaZulu-Natal,Q81725,Democratic Alliance,Q761877,26
Q6390503-090C86B0-D0D7-469B-BAB1-888656A9179A,Q6390503,Kenneth Sililo Mubu,2014-05-21,2015-08-31,Gauteng,Q133083,Democratic Alliance,Q761877,26
Q6525655-269B55C4-AC1A-4CD9-8802-6C9294E6F9F7,Q6525655,Leonard Ramatlakane,2014-05-22,2019-05-07,,,African National Congress,Q83162,26
Q6702772-4f9e1c6c-4cf1-1bab-228b-ab6227c355ac,Q6702772,Lulama Marytheresa Xingwana,2014-05-21,2014-05-25,,,African National Congress,Q83162,26
Q6738820-ABD62D67-5812-4459-932B-E474D8503336,Q6738820,Makashule Gana,2014-05-21,2016-11-14,,,Democratic Alliance,Q761877,26
Q6752973-323D7EDE-1C30-4217-A421-0E3E8F6098B0,Q6752973,Manuel Simão Franca De Freitas,2014-05-21,2019-05-07,Gauteng,Q133083,Democratic Alliance,Q761877,26
Q6761978-ACE4D702-1772-4EEE-8FFB-DE707DA90478,Q6761978,Marian Robin Shinn,2014-05-21,2019-05-07,Western Cape,Q127167,Democratic Alliance,Q761877,26
Q6764850-527793C0-FE25-4A8B-88B5-CB2F8D39E4F5,Q6764850,Mario Gaspare Oriani-Ambrosini,2014-05-21,2014-08-16,,,Inkatha Freedom Party,Q654444,26
Q6787306-639CCE6C-DC0F-4FBF-A5FC-300C2EABB970,Q6787306,Mathole Serofo Motshekga,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
