id,position,label,description,start_date,term,constituency,election,end_date,replaces,replaced_by
Q31753005,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31753010,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Maswa East,2015 Tanzanian general election,,,
Q31753014,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Jang'ombe,2015 Tanzanian general election,,,
Q31753015,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ngorongoro,2015 Tanzanian general election,,,
Q31753018,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbarali,2015 Tanzanian general election,,,
Q31753021,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chumbuni,2015 Tanzanian general election,,,
Q31753026,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Karatu,2015 Tanzanian general election,,,
Q31753029,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Muheza,2015 Tanzanian general election,,,
Q31753034,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31753035,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31753037,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Uzini,2015 Tanzanian general election,,,
Q31753041,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Singida Urban,2015 Tanzanian general election,,,
Q31753046,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Itilima,2015 Tanzanian general election,,,
Q31753050,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,,,,
Q31753053,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Lushoto,2015 Tanzanian general election,,,
Q31753056,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Shaurimoyo,2015 Tanzanian general election,,,
Q31753057,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mlalo,2015 Tanzanian general election,,,
Q31753059,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Malindi,2015 Tanzanian general election,,,
Q31753062,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31753068,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kaliua,2015 Tanzanian general election,,,
Q31753071,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q3372746,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mahonda,2015 Tanzanian general election,,,
Q3372754,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q3372771,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q3372781,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q3372802,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q451885,Q16147875,Prime Minister of Tanzania,"",2005-12-30,,,,2008-02-09,Frederick Sumaye,Mizengo Pinda
Q451885,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q455223,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q455223,Q30277603,Member of the Pan-African Parliament,"","",,,,,,
Q455223,Q52684167,President of the Pan-African Parliament,"","",,,,,,
Q456003,Q14866850,"Ministry of Lands, Housing and Human Settlements Developments","",2010,,,,2014,,
Q456003,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Muleba South,2015 Tanzanian general election,,,
Q4664665,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4664665,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Handeni Urban,2015 Tanzanian general election,,,
Q4665005,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4670491,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q46962686,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kigoma South,2015 Tanzanian general election,,,
Q46965413,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Makete,2015 Tanzanian general election,,,
Q46965771,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Wingwi,2015 Tanzanian general election,,,
Q46968282,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kijini,2015 Tanzanian general election,,,
Q46969942,Q17599130,Member of the National Assembly of Tanzania,"","",11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q46973475,Q17599130,Member of the National Assembly of Tanzania,"",2017-07-27,11th Parliament of Tanzania,,,,,
Q46973521,Q17599130,Member of the National Assembly of Tanzania,"",2017-07-27,11th Parliament of Tanzania,,,,,
Q46973623,Q17599130,Member of the National Assembly of Tanzania,"",2017-09-07,11th Parliament of Tanzania,,,,,
Q46973695,Q17599130,Member of the National Assembly of Tanzania,"",2017-07-27,11th Parliament of Tanzania,,,,,
Q46973733,Q17599130,Member of the National Assembly of Tanzania,"",2017-07-27,11th Parliament of Tanzania,,,,,
Q46973768,Q17599130,Member of the National Assembly of Tanzania,"",2017-07-27,11th Parliament of Tanzania,,,,,
Q46973799,Q17599130,Member of the National Assembly of Tanzania,"",2017-07-27,11th Parliament of Tanzania,,,,,
Q4699150,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4703254,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4724837,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4724920,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4725243,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4739855,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4739855,Q30277603,Member of the Pan-African Parliament,"","",,,,,,
Q4742070,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4742159,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4756599,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bariadi,2015 Tanzanian general election,,,
Q4764431,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4768588,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4804509,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q4815692,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4815692,Q30277603,Member of the Pan-African Parliament,"","",,,,,,
Q4832710,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4845816,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4849016,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4869270,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q4985236,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Newala Urban,2015 Tanzanian general election,,,
Q4985242,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Hanang District,2015 Tanzanian general election,,,
Q4985242,Q60688958,Minister of Constitutional and Legal Affairs,Tanzanian government minister,2006,,,,2008,,Mathias Meinrad Chikawe
Q4985246,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5018704,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kwahani,2015 Tanzanian general election,,,
Q5018704,Q54087259,Minister of Health,"","",,,,,,
Q5018704,Q54087616,Minister of Defence of Tanzania,"","",,,,,,
Q5018704,Q60689281,Minister of Defence and National Service,Tanzanian minister,2008-02-13,,,,2012-05-07,Juma Athumani Kapuya,Shamsi Nahodha
Q5018715,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5018715,Q54087175,Minister of Agriculture,Tanzanian minister,"",,,,,,
Q5018728,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mwanga,2015 Tanzanian general election,,,
Q5018728,Q54087175,Minister of Agriculture,Tanzanian minister,"",,,,,,
Q5018747,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5018756,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5018756,Q7241291,President of Tanzania,"",2015-11-05,,,,,Jakaya Mrisho Kikwete,
Q5018837,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kyela,2015 Tanzanian general election,,,
Q5081142,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5081195,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5200664,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5237213,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Same West,2015 Tanzanian general election,,,
Q5271239,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5279164,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nkenge,2015 Tanzanian general election,,,
Q5306810,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5363267,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5364221,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5414313,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5429642,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q5437898,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5441481,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5442106,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,,,,
Q5443307,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5501021,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Hai,2015 Tanzanian general election,,,
Q5506397,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5506432,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5506491,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5527603,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5553143,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Wanging'ombe,2015 Tanzanian general election,,,
Q5559560,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5583434,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5607187,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5639922,Q17599130,Member of the National Assembly of Tanzania,"","",9th Parliament of Tanzania,,,,,
Q5645411,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nzega Rural,2015 Tanzanian general election,,,
Q5679373,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5679622,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5679807,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5684168,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mtwara Rural,2015 Tanzanian general election,,,
Q5687576,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5711246,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5734667,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q57488,Q16147348,Minister of Foreign Affairs,Minister of Foreign Affairs in Tanzania,"",,,,,,
Q57488,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q57488,Q7241291,President of Tanzania,"",2005-12-21,,,,2015-11-05,Benjamin Mkapa,John Magufuli
Q57488,Q946339,Chairperson of the African Union,position,2008-01-31,,,,2009-02-02,John Kufuor,Muammar al-Gaddafi
Q57693,Q16147875,Prime Minister of Tanzania,"",2008-02-09,,,,2015-11-05,Edward Lowassa,Kassim Majaliwa
Q57693,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q58152,Q16147348,Minister of Foreign Affairs,Minister of Foreign Affairs in Tanzania,"",,,,,,
Q58152,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q5987776,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6084743,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6087977,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6153209,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6153492,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ileje,2015 Tanzanian general election,,,
Q6225954,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6225954,Q54087695,Minister of Internal Affairs of Tanzania,"","",,,,,,
Q6249130,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6310729,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6398899,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6399650,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6401342,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6732788,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6737420,Q16147875,Prime Minister of Tanzania,"",2015-11-20,,,,,Mizengo Pinda,
Q6737420,Q17599130,Member of the National Assembly of Tanzania,"",2010,,,,,,
Q6737420,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ruangwa,2015 Tanzanian general election,,,
Q6738666,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q6738666,Q59694390,"Minister of Works, Transport and Communications",Tanzanian ministerial position,2015-12-24,,,,,John Magufuli,
Q6761270,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6761791,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6768990,Q16147179,Minister of Water and Irrigation,"","",,,,,,
Q6768990,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6768990,Q1937160,minister without portfolio,type of government minister,"",,,,,,
Q6787103,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6787103,Q60688958,Minister of Constitutional and Legal Affairs,Tanzanian government minister,2008,,,,2014-01-20,Mary Nagu,Asha-Rose Migiro
Q6820967,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6826836,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q6893059,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6928762,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbeya Urban,2015 Tanzanian general election,,,
Q6932973,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q6944613,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7070296,Q17599130,Member of the National Assembly of Tanzania,"",2017-07-27,11th Parliament of Tanzania,,,,,
Q7139225,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7141770,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7167820,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7285580,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7339108,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7395570,Q16147337,Minister of Finance,in Tanzania,"",,,,,,
Q7395570,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Welezo,2015 Tanzanian general election,,,
Q7399876,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7403897,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7404547,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7404569,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7405361,Q17599130,Member of the National Assembly of Tanzania,"",2017,11th Parliament of Tanzania,,,,,
Q7412163,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7412646,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q744271,Q121998,ambassador,diplomatic envoy,"",,,,,,
Q744271,Q16147348,Minister of Foreign Affairs,Minister of Foreign Affairs in Tanzania,"",,,,,,
Q744271,Q16147875,Prime Minister of Tanzania,"",1990-11-09,,,,1994-12-07,Joseph Sinde Warioba,Cleopa Msuya
Q744271,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q744271,Q19057636,Vice President of Tanzania,"",1990,,,,1994,Joseph Sinde Warioba,Cleopa Msuya
Q7446651,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7446653,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7487777,Q1138299,National Assembly,National Assembly of Tanzania,"",,,,,,
Q7487777,Q13125260,Ministry of Home Affairs,government agency of Tanzania,"",,,,,,
Q7487777,Q14866765,Ministry of Defence and National Service,"","",,,,,,
Q7487777,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kijitoupele,2015 Tanzanian general election,,,
Q7487777,Q54087616,Minister of Defence of Tanzania,"","",,,,,,
Q7487777,Q54087695,Minister of Internal Affairs of Tanzania,"","",,,,,,
Q7487777,Q60689281,Minister of Defence and National Service,Tanzanian minister,2012-05-07,,,,2013-12-20,Hussein Mwinyi,Hussein Mwinyi
Q7500169,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7504868,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bagamoyo,2015 Tanzanian general election,,,
Q7529926,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7562920,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7563912,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Musoma Rural,2015 Tanzanian general election,,,
Q7609625,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7609916,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Shinyanga Urban,2015 Tanzanian general election,,,
Q7694046,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7881722,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q7936701,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q7943288,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q8008877,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q8008877,Q30277603,Member of the Pan-African Parliament,"","",,,,,,
Q8014785,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ismani,2015 Tanzanian general election,,,
Q8015604,Q16147337,Minister of Finance,in Tanzania,"",,,,,,
Q8015604,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q8046924,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q8064834,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q8065091,Q16147337,Minister of Finance,in Tanzania,"",,,,,,
Q8065091,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q9032315,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kongwa,2015 Tanzanian general election,,,
