id,type,name__en,name__mr,name__hi,name__or,name__ar,name__pa,name__ta,name__as,name__bn,name__nl,identifier__quora,name__mai,name__zh_hant,name__zh_cn,name__it,name__fr,name__zh,start_date,name__te,name__ur,end_date,name__zh_hans,name__pt,name__es,name__de,name__ru,name__ko,name__ja,name__gu,name__kn,replaces,name__sa,identifier__lcauth,name__fa,name__ml,identifier__viaf,name__ne,name__ms,name__en_ca,name__en_gb,name__ca,identifier__britannica,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,replaced_by,name__bho,identifier__geonames,identifier__bnf,identifier__gnd
Q5087772,Lok Sabha constituency,Chatra Lok Sabha constituency,चत्रा (लोकसभा मतदारसंघ),चतरा लोक सभा निर्वाचन क्षेत्र,ଚତରା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சத்ரா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5094314,Lok Sabha constituency,Chevella Lok Sabha constituency,चेवेल्ला (लोकसभा मतदारसंघ),चेवेल्ला लोक सभा निर्वाचन क्षेत्र,ଚେବେଲ୍ଲା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சேவெள்ள,,,,,,,,,,,,చేవెళ్ళ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5094902,Lok Sabha constituency,Chhindwara Lok Sabha constituency,छिंदवाडा (लोकसभा मतदारसंघ),छिंदवाड़ा लोक सभा निर्वाचन क्षेत्र,ଛିନ୍ଦବାଡ଼ା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5094957,Lok Sabha constituency,Chhota Udaipur Lok Sabha constituency,छोटाउदेपूर (लोकसभा मतदारसंघ),छोटा उदयपुर लोक सभा निर्वाचन क्षेत्र,ଛୋଟା ଉଦୟପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சோட்டா உதய்ப்பூர்,,,,,,,,,,,,ఛోటా ఉదయ్ పూర్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5097405,Lok Sabha constituency,Chikballapur Lok Sabha constituency,चिकबल्लपूर (लोकसभा मतदारसंघ),चिकबलपुर लोक सभा निर्वाचन क्षेत्र,ଚିକବଲପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சிக்கபள்ளாபூர் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,Lok-Sabha-Wahlkreis Chikballapur,,,,,ಚಿಕ್ಕಬಳ್ಳಾಪುರ (ಲೋಕ ಸಭೆ ಚುನಾವಣಾ ಕ್ಷೇತ್ರ),,चिक्कबळ्ळापुरलोकसभाक्षेत्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5097473,Lok Sabha constituency,Chikmagalur Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5099458,Lok Sabha constituency,Chimur Lok Sabha constituency,चिमूर (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5101872,Lok Sabha constituency,Chirayinkil Lok Sabha constituency,चिरायिंकिल (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,ആറ്റിങ്ങൽ ലോക്‌സഭാ നിയോജകമണ്ഡലം,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5102316,Lok Sabha constituency,Chitradurga Lok Sabha constituency,चित्रदुर्ग (लोकसभा मतदारसंघ),चित्रदुर्ग लोक सभा निर्वाचन क्षेत्र,ଚିତ୍ରଦୁର୍ଗ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சித்ரதுர்கா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,Lok-Sabha-Wahlkreis Chitradurga,,,,,ಚಿತ್ರದುರ್ಗ (ಲೋಕ ಸಭೆ ಚುನಾವಣಾ ಕ್ಷೇತ್ರ),,चित्रदुर्गलोकसभाक्षेत्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5102518,Lok Sabha constituency,Chittorgarh Lok Sabha constituency,चित्तोडगढ (लोकसभा मतदारसंघ),चित्तौड़गढ़ लोक सभा निर्वाचन क्षेत्र,ଚିତ୍ତୋଡ଼ଗଡ଼ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5118333,Lok Sabha constituency,Churu Lok Sabha constituency,चुरू (लोकसभा मतदारसंघ),चूरू लोक सभा निर्वाचन क्षेत्र,ଚୂରୂ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,Churu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5121423,Lok Sabha constituency,Dakshina Kannada Lok Sabha constituency,दक्षिण कन्नड,दक्षिण कन्नड लोक सभा निर्वाचन क्षेत्र,ଦକ୍ଷିଣ କନ୍ନଡ଼ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தட்சிண கன்னட மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,Lok-Sabha-Wahlkreis Dakshina Kannada,,,,,ದಕ್ಷಿಣ ಕನ್ನಡ,,दक्षिणकन्नडलोकसभाक्षेत्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5187868,Lok Sabha constituency,Mandya Lok Sabha constituency,मंड्या,मांडया लोक सभा निर्वाचन क्षेत्र,ମାଣ୍ଡ୍ୟା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,மண்டியா,,,,,,,,,,,,,,,,,,Lok-Sabha-Wahlkreis Mandya,,,,,ಮಂಡ್ಯ,,मण्ड्यलोकसभाक्षेत्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5196922,Lok Sabha constituency,Cuttack Lok Sabha constituency,कटक (लोकसभा मतदारसंघ),कटक लोक सभा निर्वाचन क्षेत्र,କଟକ (ଲୋକସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ),,,கட்டக்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5208111,Lok Sabha constituency,Dadra and Nagar Haveli Lok Sabha constituency,दादरा आणि नगर-हवेली,दादरा और नगर हवेली लोक सभा निर्वाचन क्षेत्र,ଦାଦରା ଓ ନଗର ହବେଲୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தாத்ரா மற்றும் நாகர் அவேலி,,,,,दादरा आर नागार हवेली,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5208775,Lok Sabha constituency,Dahanu Lok Sabha constituency,डहाणू,,,,,தஹானு,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5208930,Lok Sabha constituency,Dahod Lok Sabha constituency,दाहोद (लोकसभा मतदारसंघ),दोहद लोक सभा निर्वाचन क्षेत्र,ଦହୋଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,దాహొద్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5211945,Lok Sabha constituency,Daman and Diu Lok Sabha constituency,दमण आणि दीव (लोकसभा मतदारसंघ),दमन और दीव लोक सभा निर्वाचन क्षेत्र,ଡାମନ ଡିଉ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தமன் தியூ மக்களவைத் தொகுதி,,দমন ও দিউ,,,,,,,,,,,,,,,,,,,,,,,,n89102023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5222212,Lok Sabha constituency,Darbhanga Lok Sabha constituency,दरभंगा (लोकसभा मतदारसंघ),दरभंगा लोक सभा निर्वाचन क्षेत्र,ଦରଭଙ୍ଗା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தர்பங்கா மக்களவைத் தொகுதி,,,Darbhanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5223069,Lok Sabha constituency,Darjeeling Lok Sabha constituency,दार्जीलिंग (लोकसभा मतदारसंघ),दार्जिलिंग लोक सभा निर्वाचन क्षेत्र,ଦାର୍ଜିଲିଙ୍ଗ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,டார்ஜிலிங்,,দার্জিলিং,,,,西里古里,,,,西里古里,,,,,,,,,,,ダージリン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5228102,Lok Sabha constituency,Dausa Lok Sabha constituency,दौसा (लोकसभा मतदारसंघ),दौसा लोक सभा निर्वाचन क्षेत्र,ଦୌସା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5245318,Lok Sabha constituency,Tumkur Lok Sabha constituency,तुमकूर,तुमकुर लोक सभा निर्वाचन क्षेत्र,ତୁମ୍‌କୁର୍ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,துமக்கூரு,,,,,,,,,,,,,,,,,,Lok-Sabha-Wahlkreis Tumkur,,,,,ತುಮಕೂರು,,तुमकूरुलोकसभाक्षेत्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5253740,Lok Sabha constituency,Delhi City Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5253808,Lok Sabha constituency,Delhi Sadar Lok Sabha constituency,दिल्ली सदर,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5259958,Lok Sabha constituency,Deogarh Lok Sabha constituency,देवगढ,,ଦେବଗଡ଼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5268930,Lok Sabha constituency,Dhanbad Lok Sabha constituency,धनबाद (लोकसभा मतदारसंघ),धनबाद लोक सभा निर्वाचन क्षेत्र,ଧାନବାଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தன்பாத் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5268934,Lok Sabha constituency,Dhandhuka Lok Sabha constituency,धंधुका (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5269408,Lok Sabha constituency,Dharwad North Lok Sabha constituency,,,,,,,,,Dharwad North,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5269409,Lok Sabha constituency,Dharwad South Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5269410,Lok Sabha constituency,Dharwad Lok Sabha constituency,धारवाड (लोकसभा मतदारसंघ),धारवाड़ लोक सभा निर्वाचन क्षेत्र,ଧାରୱାଡ଼ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தார்வாடு மக்களவைத் தொகுதி,,,Dharwad,,,,,,,,,దార్వాడ్,,,,,,Lok-Sabha-Wahlkreis Dharwad,,,,,ಧಾರವಾಡ (ಲೋಕ ಸಭೆ ಚುನಾವಣಾ ಕ್ಷೇತ್ರ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5269512,Lok Sabha constituency,Dhenkanal Lok Sabha constituency,धेनकनाल (लोकसभा मतदारसंघ),ढेंकानाल लोक सभा निर्वाचन क्षेत्र,ଢେଙ୍କାନାଳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5269854,Lok Sabha constituency,Dhule Lok Sabha constituency,धुळे (लोकसभा मतदारसंघ),धुले लोक सभा निर्वाचन क्षेत्र,ଧୁଲେ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,துளே மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5270807,Lok Sabha constituency,Diamond Harbour Lok Sabha constituency,डायमंड हार्बर (लोकसभा मतदारसंघ),डायमंड हार्बर लोक सभा निर्वाचन क्षेत्र,ଡାଇମଣ୍ଡ ହାର୍ବର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,ডায়মন্ড হারবার,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5278011,Lok Sabha constituency,Dindori Lok Sabha constituency,दिंडोरी (लोकसभा मतदारसंघ),दिन्डोरी लोक सभा निर्वाचन क्षेत्र,ଡିଣ୍ଡୋରୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,திண்டோரி மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5289934,Lok Sabha constituency,Domariyaganj Lok Sabha constituency,डोमारीगंज (लोकसभा मतदारसंघ),डुमरियागंज लोक सभा निर्वाचन क्षेत्र,ଡୋମରିୟାଗଞ୍ଜ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਡੁਮਰਿਯਾਗੰਜ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5313570,Lok Sabha constituency,Dum Dum Lok Sabha constituency,दम दम (लोकसभा मतदारसंघ),दमदम लोक सभा निर्वाचन क्षेत्र,ଦମଦମ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,দমদম,Dum Dum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5313895,Lok Sabha constituency,Dumka Lok Sabha constituency,डुमका (लोकसभा मतदारसंघ),दुमका लोक सभा निर्वाचन क्षेत्र,ଦୁମକା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தும்கா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5316416,Lok Sabha constituency,Durgapur Lok Sabha constituency,दुर्गापूर (लोकसभा मतदारसंघ),,,,,,,দুর্গাপুর,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5328213,Lok Sabha constituency,East Delhi Lok Sabha constituency,पूर्व दिल्ली (लोकसभा मतदारसंघ),पूर्वी दिल्ली लोकसभा निर्वाचन क्षेत्र,ପୂର୍ବ ଦିଲ୍ଲୀ ଲୋକସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,கிழக்கு தில்லி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5332086,Lok Sabha constituency,Mysore Lok Sabha constituency,म्हैसूर,मैसूर,ମୈସୂର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,மைசூர்,,মহীশূর,,,,,,,,,,,,,,,Mysore,Mysore,,,マイソール,,ಮೈಸೂರು,,मैसुरु,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5384877,Lok Sabha constituency,Erandol Lok Sabha constituency,एरंडोल (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5395251,Lok Sabha constituency,Erode Lok Sabha constituency,इरोड (लोकसभा मतदारसंघ),इरोड लोक सभा निर्वाचन क्षेत्र,ଇରୋଡ଼େ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஈரோடு,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5402455,Lok Sabha constituency,Etawah Lok Sabha constituency,इटावा (लोकसभा मतदारसंघ),इटावा लोक सभा निर्वाचन क्षेत्र,ଇଟାୱାଃ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਇਟਾਵਾ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,Etawah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5431351,Lok Sabha constituency,Faizabad Lok Sabha constituency,फैझाबाद (लोकसभा मतदारसंघ),फैजाबाद लोक सभा निर्वाचन क्षेत्र,ଫୈଜାବାଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਫੈਜ਼ਾਬਾਦ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,Faizabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5435282,Lok Sabha constituency,Faridabad Lok Sabha constituency,फरीदाबाद (लोकसभा मतदारसंघ),फरीदाबाद लोक सभा निर्वाचन क्षेत्र,ଫରିଦାବାଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5435297,Lok Sabha constituency,Faridkot Lok Sabha constituency,फरीदकोट (लोकसभा मतदारसंघ),फरीदकोट लोक सभा निर्वाचन क्षेत्र,ଫରିଦକୋଟ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਫ਼ਰੀਦਕੋਟ (ਲੋਕ ਸਭਾ ਹਲਕਾ),,,,Faridkot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5436365,Lok Sabha constituency,Farrukhabad Lok Sabha constituency,फरुखाबाद (लोकसभा मतदारसंघ),फरुखाबाद लोक सभा निर्वाचन क्षेत्र,ଫାରୁଖାବାଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਫਰੂਖਾਬਾਦ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5437417,Lok Sabha constituency,Fatehgarh Sahib Lok Sabha constituency,,फतेहगढ़ साहिब लोक सभा निर्वाचन क्षेत्र,ଫତେଃଗଡ଼ ସାହିବ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5437428,Lok Sabha constituency,Fatehpur Lok Sabha constituency,फतेहपूर (लोकसभा मतदारसंघ),फतेहपुर लोक सभा निर्वाचन क्षेत्र,ଫତେଃପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਫਤੇਹਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5437430,Lok Sabha constituency,Fatehpur Sikri Lok Sabha constituency,,फतेहपुर सीकरी लोक सभा निर्वाचन क्षेत्र,ଫତେଃପୁର ଶିକରୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਫਤੇਹਪੁਰ ਸੀਕਰੀ ਲੋਕ ਸਭਾ ਹਲਕਾ,பத்தேபூர் சிக்ரி மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5452174,Lok Sabha constituency,Firozabad Lok Sabha constituency,फिरोझाबाद (लोकसभा मतदारसंघ),फिरोजाबाद लोक सभा निर्वाचन क्षेत्र,ଫିରୋଜାବାଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਫਿਰੋਜਾਬਾਦ ਲੋਕ ਸਭਾ ਹਲਕਾ,பிரோசாபாத் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
