id,type,name__en,name__mr,name__hi,name__or,name__ar,name__pa,name__ta,name__as,name__bn,name__nl,identifier__quora,name__mai,name__zh_hant,name__zh_cn,name__it,name__fr,name__zh,start_date,name__te,name__ur,end_date,name__zh_hans,name__pt,name__es,name__de,name__ru,name__ko,name__ja,name__gu,name__kn,replaces,name__sa,identifier__lcauth,name__fa,name__ml,identifier__viaf,name__ne,name__ms,name__en_ca,name__en_gb,name__ca,identifier__britannica,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,replaced_by,name__bho,identifier__geonames,identifier__bnf,identifier__gnd
Q5452175,Lok Sabha constituency,Firozepur Lok Sabha constituency,फिरोजपूर (लोकसभा मतदारसंघ),फिरोजपुर लोक सभा निर्वाचन क्षेत्र,ଫିରୋଜପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਫ਼ਿਰੋਜ਼ਪੁਰ,,,,Firozepur,Firozepur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5520735,Lok Sabha constituency,Gandhinagar Lok Sabha constituency,गांधीनगर (लोकसभा मतदारसंघ),गांधीनगर लोक सभा निर्वाचन क्षेत्र,ଗାନ୍ଧୀନଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,காந்திநகர் மக்களவைத் தொகுதி,,,Gandhinagar,,,,,Gandhinagar,Gandhinagar,,,గాంధీనగర్ లోకసభ నియోజకవర్గం,گاندھی نگر,,,Gandhinagar,Gandhinagar,Gandhinagar,,,,,,,,,,,,,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,Gandhinagar,,,,,
Q5521052,Lok Sabha constituency,Ganganagar Lok Sabha constituency,गंगानगर (लोकसभा मतदारसंघ),श्रीगंगानगर लोक सभा निर्वाचन क्षेत्र,ଶ୍ରୀଗଙ୍ଗାନଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5527870,Lok Sabha constituency,Gautam Buddha Nagar Lok Sabha constituency,गौतम बुद्ध नगर,गौतम बुद्ध नगर लोक सभा निर्वाचन क्षेत्र,ଗୌତମ ବୁଦ୍ଧ ନଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਗੌਤਮ ਬੁੱਧ ਨਗਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,கௌதம புத்தா நகர் மக்களவைத் தொகுதி,,গৌতম বুদ্ধ নগর,,,,,,,,,,,,,,,,,,,,,,,,n2005205857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5555886,Lok Sabha constituency,Ghatal Lok Sabha constituency,घाटल (लोकसभा मतदारसंघ)‎,घाटल लोक सभा निर्वाचन क्षेत्र,ଘାଟଲ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,ঘাটাল,Ghatal,,,,,,,,,,,,,,,,,,,,,Panskura Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panskura Lok Sabha constituency,,,,
Q5556091,Lok Sabha constituency,Ghaziabad Lok Sabha constituency,,गाज़ियाबाद लोक सभा निर्वाचन क्षेत्र,ଗାଜିୟାବାଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਗਾਜ਼ੀਆਬਾਦ ਲੋਕ ਸਭਾ ਹਲਕਾ,காசியாபாத்,,,Ghaziabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5556103,Lok Sabha constituency,Ghazipur Lok Sabha constituency,गाझीपूर (लोकसभा मतदारसंघ),गाजीपुर लोक सभा निर्वाचन क्षेत्र,ଗାଜୀପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਗਾਜੀਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,காசிப்பூர்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5557002,Lok Sabha constituency,Ghosi Lok Sabha constituency,घोसी (लोकसभा मतदारसंघ),घोसी लोक सभा निर्वाचन क्षेत्र,ଘୋସୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਘੋਸੀ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,घोसी लोकसभा चुनाव क्षेत्र,,,
Q5564263,Lok Sabha constituency,Giridih Lok Sabha constituency,गिरिडीह (लोकसभा मतदारसंघ),गिरिडीह लोक सभा निर्वाचन क्षेत्र,ଗିରିଡୀହ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,கிரீடீஹ் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5575482,Lok Sabha constituency,Gobichettipalayam Lok Sabha constituency,गोबिचेट्टिपलायम (लोकसभा मतदारसंघ),,,,,கோபிச்செட்டிப்பாளைம்,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5576233,Lok Sabha constituency,Godda Lok Sabha constituency,गोड्डा (लोकसभा मतदारसंघ),गोड्डा लोक सभा निर्वाचन क्षेत्र,ଗୋଡ୍ଡା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,கோடா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5581451,Lok Sabha constituency,Gondia Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5619909,Lok Sabha constituency,Gurdaspur Lok Sabha constituency,गुरदासपुर (लोकसभा मतदारसंघ),गुरदासपुर लोक सभा निर्वाचन क्षेत्र,ଗୁରଦାସପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਗੁਰਦਾਸਪੁਰ,குர்தாஸ்பூர்,,,Gurdaspur,,,,,,Gurdaspur,,1951,,,,,,,,,,,,,,,n2013013635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5620004,Lok Sabha constituency,Gurgaon Lok Sabha constituency,,गुड़गांव लोक सभा निर्वाचन क्षेत्र,ଗୁରୁଗ୍ରାମ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5645332,Lok Sabha constituency,Hamirpur Lok Sabha constituency,हमीरपूर,हमीरपुर लोक सभा निर्वाचन क्षेत्र,ହମୀରପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਹਮੀਰਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5645333,Lok Sabha constituency,Hamirpur Lok Sabha constituency,हमीरपूर (उत्तर प्रदेश) (लोकसभा मतदारसंघ),हमीरपुर लोक सभा निर्वाचन क्षेत्र,ହମୀରପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,Hamirpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5653337,Lok Sabha constituency,Hapur Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5656282,Lok Sabha constituency,Hardoi Lok Sabha constituency,हरदोई,हरदोई लोक सभा निर्वाचन क्षेत्र,ହରଦୋଇ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਹਰਦੋਈ ਲੋਕ ਸਭਾ ਹਲਕਾ,ஹார்தோய்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5657364,Lok Sabha constituency,Haridwar Lok Sabha constituency,हरिद्वार (लोकसभा मतदारसंघ),हरिद्वार लोक सभा निर्वाचन क्षेत्र,ହରିଦ୍ବାର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5679532,Lok Sabha constituency,Hassan Lok Sabha constituency,हासन (लोकसभा मतदारसंघ),हसन लोक सभा निर्वाचन क्षेत्र,ହାସନ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஹாசன் மக்களவைத் தொகுதி,,,,,,,,,Hassan,,,,,,,,,Lok-Sabha-Wahlkreis Hassan,,,,,ಹಾಸನ (ಲೋಕ ಸಭೆ ಚುನಾವಣಾ ಕ್ಷೇತ್ರ),,हासनलोकसभाक्षेत्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5681557,Lok Sabha constituency,Hathras Lok Sabha constituency,हाथरस (लोकसभा मतदारसंघ),हाथरस लोक सभा निर्वाचन क्षेत्र,ହାଥରସ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਹਾਥਰਸ ਲੋਕ ਸਭਾ ਹਲਕਾ,ஹாத்ரஸ் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5908015,Lok Sabha constituency,Hoshiarpur Lok Sabha constituency,होशियारपूर (लोकसभा मतदारसंघ),होशियारपुर लोक सभा निर्वाचन क्षेत्र,ହୁସିଆରପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਹੁਸ਼ਿਆਰਪੁਰ (ਲੋਕ ਸਭਾ ਚੋਣ-ਹਲਕਾ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5986041,Lok Sabha constituency,Ichalkaranji Lok Sabha constituency,इचलकरंजी (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,Ichalkaranji,Ichalkaranji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6035471,Lok Sabha constituency,Inner Manipur Lok Sabha constituency,अंतः मणिपूर (लोकसभा मतदारसंघ),आंतरिक मणिपुर लोक सभा निर्वाचन क्षेत्र,ଇନ୍ନର ମଣିପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,உள் மணிப்பூர் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6109952,Lok Sabha constituency,Jabalpur Lok Sabha constituency,जबलपूर (लोकसभा मतदारसंघ),जबलपुर लोक सभा निर्वाचन क्षेत्र,ଜବଲପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6122268,Lok Sabha constituency,Jagatsinghpur Lok Sabha constituency,जगतसिंगपूर (लोकसभा मतदारसंघ),जगतसिंहपुर लोक सभा निर्वाचन क्षेत्र,ଜଗତସିଂହପୁର (ଲୋକସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6124117,Lok Sabha constituency,Jaipur Lok Sabha constituency,जयपूर (लोकसभा मतदारसंघ),जयपुर लोक सभा निर्वाचन क्षेत्र,ଜୟପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஜைப்பூர்,,জয়পুর,Jaipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6124137,Lok Sabha constituency,Jaipur Rural Lok Sabha constituency,,जयपुर ग्रामीण लोक सभा निर्वाचन क्षेत्र,ଜୟପୁର ଗ୍ରାମୀଣ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6124378,Lok Sabha constituency,Jajpur Lok Sabha constituency,जाजपूर (लोकसभा मतदारसंघ),जाजपुर लोक सभा निर्वाचन क्षेत्र,ଯାଜପୁର (ଲୋକସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6126633,Lok Sabha constituency,Jalandhar Lok Sabha constituency,जालंधर (लोकसभा मतदारसंघ),जलंधर लोक सभा निर्वाचन क्षेत्र,ଜଳନ୍ଧର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਜਲੰਧਰ (ਲੋਕ ਸਭਾ ਚੋਣ-ਹਲਕਾ),ஜலந்தர்,,জলন্ধর,Jalandhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6126683,Lok Sabha constituency,Jalaun Lok Sabha constituency,जलौन (लोकसभा मतदारसंघ),जालौन लोक सभा निर्वाचन क्षेत्र,ଜାଲୌନ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਜਾਲੌਨ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,Jalaun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6126745,Lok Sabha constituency,Jalesar Lok Sabha constituency,जलेसर (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6126754,Lok Sabha constituency,Jalgaon Lok Sabha constituency,जळगाव (लोकसभा मतदारसंघ),जलगांव लोक सभा निर्वाचन क्षेत्र,ଜଳଗାଁ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஜள்காவ் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6126930,Lok Sabha constituency,Jalna Lok Sabha constituency,जालना (लोकसभा मतदारसंघ),जालना लोक सभा निर्वाचन क्षेत्र,ଜଲନା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஜால்னா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6126953,Lok Sabha constituency,Jalore Lok Sabha constituency,जालोर (लोकसभा मतदारसंघ),जालौर लोक सभा निर्वाचन क्षेत्र,ଜାଲୌର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6147990,Lok Sabha constituency,Jammu Lok Sabha constituency,जम्मू (लोकसभा मतदारसंघ),जम्मू लोक सभा निर्वाचन क्षेत्र,ଜାମ୍ମୁ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சம்மு,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6148068,Lok Sabha constituency,Jamnagar Lok Sabha constituency,जामनगर (लोकसभा मतदारसंघ),जामनगर लोक सभा निर्वाचन क्षेत्र,ଜାମନଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,జాంనగర్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6148213,Lok Sabha constituency,Jamshedpur Lok Sabha constituency,जमशेदपूर (लोकसभा मतदारसंघ),जमशेदपुर लोक सभा निर्वाचन क्षेत्र,ଜାମଶେଦପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஜம்ஷேத்பூர் மக்களவைத் தொகுதி,,,Jamshedpur,,,,,,,,,,,,,,,,,,ジャムシェードプル (選挙区),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6154054,Lok Sabha constituency,Jangipur Lok Sabha constituency,जंगीपूर (लोकसभा मतदारसंघ),जंगीपुर लोक सभा निर्वाचन क्षेत्र,ଜଙ୍ଗିପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,জঙ্গীপুর,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6154769,Lok Sabha constituency,Janjgir Lok Sabha constituency,जंजगिर (लोकसभा मतदारसंघ),जांजगीर-चंपा लोक सभा निर्वाचन क्षेत्र,ଜାଞ୍ଜଗୀର-ଚମ୍ପା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6164852,Lok Sabha constituency,Jaunpur Lok Sabha constituency,जौनपूर (लोकसभा मतदारसंघ),जौनपुर लोक सभा निर्वाचन क्षेत्र,ଜୌନପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਜੌਨਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6167862,Lok Sabha constituency,Jaynagar Lok Sabha constituency,जॉयनगर (लोकसभा मतदारसंघ),जयनगर लोक सभा निर्वाचन क्षेत्र,ଜୟନଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,জয়নগর লোকসভা কেন্দ্র,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6190793,Lok Sabha constituency,Jhalawar-Baran Lok Sabha constituency,,झालावाड़-बारां लोक सभा निर्वाचन क्षेत्र,ଝାଲାବାଡ଼-ବାରାଁ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6190886,Lok Sabha constituency,Jhanjharpur Lok Sabha constituency,झांझरपूर (लोकसभा मतदारसंघ),झंझारपुर लोक सभा निर्वाचन क्षेत्र,ଝଞ୍ଝାରପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஜஞ்சார்பூர் மக்களவைத் தொகுதி,,ঝঞ্ঝারপুর লোকসভা কেন্দ্র,,,,,,,,,,,,,,,Jhanjharpur,,,,,,,,,,,ഝൻഝർപുർ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6190927,Lok Sabha constituency,Jhargram Lok Sabha constituency,झारग्राम (लोकसभा मतदारसंघ),झाड़ग्राम लोक सभा निर्वाचन क्षेत्र,ଝାଡ଼ଗ୍ରାମ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,ঝাড়গ্রাম,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6191216,Lok Sabha constituency,Jhunjhunu Lok Sabha constituency,झुनझुनू (लोकसभा मतदारसंघ),झुंझुनू लोक सभा निर्वाचन क्षेत्र,ଝୁନ୍‌ଝୁନୁ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6207835,Lok Sabha constituency,Jodhpur Lok Sabha constituency,जोधपूर (लोकसभा मतदारसंघ),जोधपुर लोक सभा निर्वाचन क्षेत्र,ଜୋଧପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஜோத்பூர்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
