old_id,id,name,birth_date,gender,area,term,source,image
Nguyen-Thai-Hoc,2951,Nguyễn Thái Học,1972-02-07,male,Phú Yên,13,http://dbqh.na.gov.vn/daibieu/44/2951/Nguyen-Thai-Hoc.aspx,http://dbqh.na.gov.vn/data/images/XIII/2951.jpg
%C4%90ao-Tan-Loc,2960,Đào Tấn Lộc,1953-03-03,male,Phú Yên,13,http://dbqh.na.gov.vn/daibieu/44/2960/%C4%90ao-Tan-Loc.aspx,http://dbqh.na.gov.vn/data/images/XIII/2960.jpg
Pham-Hong-Ha,2962,Phạm Hồng Hà,1958-01-20,male,Nam Định,13,http://dbqh.na.gov.vn/daibieu/39/2962/Pham-Hong-Ha.aspx,http://dbqh.na.gov.vn/data/images/XIII/2962.jpg
Nguyen-Van-Danh,2967,Nguyễn Văn Danh,1962-05-15,male,Tiền Giang,13,http://dbqh.na.gov.vn/daibieu/57/2967/Nguyen-Van-Danh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2967.jpg
Nguyen-Thi-Thu-Hang,2968,Nguyễn Thị Thu Hằng,1968-10-07,female,Nam Định,13,http://dbqh.na.gov.vn/daibieu/39/2968/Nguyen-Thi-Thu-Hang.aspx,http://dbqh.na.gov.vn/data/images/XIII/2968.jpg
Linh-muc-Le-Ngoc-Hoan,2977,Linh mục Lê Ngọc Hoàn,1941-01-01,male,Nam Định,13,http://dbqh.na.gov.vn/daibieu/39/2977/Linh-muc-Le-Ngoc-Hoan.aspx,http://dbqh.na.gov.vn/data/images/XIII/2977.jpg
Tran-Van-Lan,2985,Trần Văn Lan,1958-10-12,male,Tiền Giang,13,http://dbqh.na.gov.vn/daibieu/57/2985/Tran-Van-Lan.aspx,http://dbqh.na.gov.vn/data/images/XIII/2985.jpg
Huynh-Tuan-Duong,2998,Huỳnh Tuấn Dương,1962-01-27,male,Hải Dương,13,http://dbqh.na.gov.vn/daibieu/27/2998/Huynh-Tuan-Duong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2998.jpg
Nguyen-Van-Chien,2999,Nguyễn Văn Chiến,1957-03-02,male,Bắc Ninh,13,http://dbqh.na.gov.vn/daibieu/7/2999/Nguyen-Van-Chien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2999.jpg
Le-%C4%90inh-Khanh,3003,Lê Đình Khanh,1956-01-02,male,Hải Dương,13,http://dbqh.na.gov.vn/daibieu/27/3003/Le-%C4%90inh-Khanh.aspx,http://dbqh.na.gov.vn/data/images/XIII/3003.jpg
Nong-Thi-Lam,3007,Nông Thị Lâm,1963-08-18,female,Lạng Sơn,13,http://dbqh.na.gov.vn/daibieu/36/3007/Nong-Thi-Lam.aspx,http://dbqh.na.gov.vn/data/images/XIII/3007.jpg
Nguyen-Ngoc-Bao,3032,Nguyễn Ngọc Bảo,1959-09-01,male,Vĩnh Phúc,13,http://dbqh.na.gov.vn/daibieu/61/3032/Nguyen-Ngoc-Bao.aspx,http://dbqh.na.gov.vn/data/images/XIII/3032.jpg
Tran-Hong-Ha,3035,Trần Hồng Hà,1966-08-02,male,Vĩnh Phúc,13,http://dbqh.na.gov.vn/daibieu/61/3035/Tran-Hong-Ha.aspx,http://dbqh.na.gov.vn/data/images/XIII/3035.jpg
