id,party_id,name,wikipedia,constituency,party,term,start_date,end_date,source
einar_guðfinnsson,independence_party,Einar Guðfinnsson,"",West Fjords,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
einar_kristjánsson,independence_party,Einar Kristjánsson,"",West Fjords,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
einar_sigurðsson,social_democratic_alliance,Einar Sigurðsson,"",East,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
finnur_ingólfsson,progressive_party,Finnur Ingólfsson,Finnur Ingólfsson,Reykjavik,Progressive Party,1999,,2000,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
jónína_bjartmarz,progressive_party,Jónína Bjartmarz,Jónína Bjartmarz,Reykjavik,Progressive Party,1999,2000,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
geir_haarde,independence_party,Geir Haarde,Geir H. Haarde,Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
gunnar_birgisson,independence_party,Gunnar Birgisson,Gunnar Birgisson,Reykjanes,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
guðjón_guðmundsson,independence_party,Guðjón Guðmundsson,"",West,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
guðjón_kristjánsson,liberal_party,Guðjón Kristjánsson,"",West Fjords,Liberal Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
guðmundur_hallvarðsson,independence_party,Guðmundur Hallvarðsson,"",Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
guðmundur_stefánsson,social_democratic_alliance,Guðmundur Stefánsson,Guðmundur Árni Stefánsson,Reykjanes,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
guðni_Ágústsson,progressive_party,Guðni Ágústsson,Guðni Ágústsson,South,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
guðrún_Ögmundsdóttir,social_democratic_alliance,Guðrún Ögmundsdóttir,"",Reykjavik,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
gísli_einarsson,social_democratic_alliance,Gísli Einarsson,"",West,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
halldór_blöndal,independence_party,Halldór Blöndal,Halldór Blöndal,Northeast,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
halldór_Ásgrímsson,progressive_party,Halldór Ásgrímsson,Halldór Ásgrímsson,East,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
hjálmar_jónsson,independence_party,Hjálmar Jónsson,"",Northwest,Independence Party,1999,,2001,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
sigríður_ingvarsdóttir,independence_party,Sigríður Ingvarsdóttir,,Northwest,Independence Party,1999,2001,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
hjálmar_Árnason,progressive_party,Hjálmar Árnason,"",Reykjanes,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
ingibjörg_pálmadóttir,progressive_party,Ingibjörg Pálmadóttir,Ingibjörg Pálmadóttir,West,Progressive Party,1999,,2001,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
magnús_stefánsson,progressive_party,Magnús Stefánsson,Magnús Stefánsson,West,Progressive Party,1999,2001,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
jóhann_Ársælsson,social_democratic_alliance,Jóhann Ársælsson,"",West,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
jóhanna_sigurðardóttir,social_democratic_alliance,Jóhanna Sigurðardóttir,Jóhanna Sigurðardóttir,Reykjavik,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
jón_bjarnason,left-green_movement,Jón Bjarnason,Jón Bjarnason,Northwest,Left-Green Movement,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
jón_kristjánsson,progressive_party,Jón Kristjánsson,Jón Kristjánsson,East,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
katrín_fjeldsted,independence_party,Katrín Fjeldsted,Katrín Fjeldsted,Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
kolbrún_halldórsdóttir,left-green_movement,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Reykjavik,Left-Green Movement,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
kristinn_gunnarsson,progressive_party,Kristinn Gunnarsson,"",West Fjords,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
kristján_möller,social_democratic_alliance,Kristján Möller,Kristján L. Möller,Northwest,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
kristján_pálsson,independence_party,Kristján Pálsson,"",Reykjanes,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
lára_ragnarsdóttir,independence_party,Lára Ragnarsdóttir,"",Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
lúðvík_bergvinsson,social_democratic_alliance,Lúðvík Bergvinsson,"",South,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
margrét_frímannsdóttir,social_democratic_alliance,Margrét Frímannsdóttir,"",South,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
páll_pétursson,progressive_party,Páll Pétursson,Páll Pétursson,Northwest,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
pétur_blöndal,independence_party,Pétur Blöndal,Pétur H. Blöndal,Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
rannveig_guðmundsdóttir,social_democratic_alliance,Rannveig Guðmundsdóttir,Rannveig Guðmundsdóttir,Reykjanes,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
sighvatur_björgvinsson,social_democratic_alliance,Sighvatur Björgvinsson,Sighvatur Björgvinsson,West Fjords,Social Democratic Alliance,1999,,2001,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
karl_matthíasson,social_democratic_alliance,Karl Matthíasson,,West Fjords,Social Democratic Alliance,1999,2001,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
sigríður_jóhannesdóttir,social_democratic_alliance,Sigríður Jóhannesdóttir,"",Reykjanes,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
sigríður_Þórðardóttir,independence_party,Sigríður Þórðardóttir,Sigríður Anna Þórðardóttir,Reykjanes,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
siv_friðleifsdóttir,progressive_party,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Reykjanes,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
steingrímur_sigfússon,left-green_movement,Steingrímur Sigfússon,Steingrímur J. Sigfússon,Northeast,Left-Green Movement,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
sturla_böðvarsson,independence_party,Sturla Böðvarsson,Sturla Böðvarsson,West,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
svanfríður_jónasdóttir,social_democratic_alliance,Svanfríður Jónasdóttir,"",Northeast,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
sverrir_hermannsson,liberal_party,Sverrir Hermannsson,Sverrir Hermannsson,Reykjavik,Liberal Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
sólveig_pétursdóttir,independence_party,Sólveig Pétursdóttir,Sólveig Pétursdóttir,Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
tómas_olrich,independence_party,Tómas Olrich,Tómas Ingi Olrich,Northeast,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
valgerður_sverrisdóttir,progressive_party,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Northeast,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
vilhjálmur_egilsson,independence_party,Vilhjálmur Egilsson,"",Northwest,Independence Party,1999,,2003,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
adolf_berndsen,independence_party,Adolf Berndsen,,Northwest,Independence Party,1999,2003,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Árni_Árnason,independence_party,Árni Árnason,"",Reykjanes,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Árni_jóhannsson,left-green_movement,Árni Jóhannsson,"",Northeast,Left-Green Movement,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Árni_johnsen,independence_party,Árni Johnsen,Árni Johnsen,South,Independence Party,1999,,2001,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
kjartan_Ólafsson,independence_party,Kjartan Ólafsson,Kjartan Ólafsson,South,Independence Party,1999,2001,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Árni_mathiesen,independence_party,Árni Mathiesen,Árni M. Mathiesen,Reykjanes,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Ásta_jóhannesdóttir,social_democratic_alliance,Ásta Jóhannesdóttir,Ásta Ragnheiður Jóhannesdóttir,Reykjavik,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Ásta_möller,independence_party,Ásta Möller,"",Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Ísólfur_pálmason,progressive_party,Ísólfur Pálmason,"",South,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Ólafur_haraldsson,progressive_party,Ólafur Haraldsson,"",Reykjavik,Progressive Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Ögmundur_jónasson,left-green_movement,Ögmundur Jónasson,Ögmundur Jónasson,Reykjavik,Left-Green Movement,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Össur_skarphéðinsson,social_democratic_alliance,Össur Skarphéðinsson,Össur Skarphéðinsson,Reykjavik,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Þorgerður_gunnarsdóttir,independence_party,Þorgerður Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,Reykjanes,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Þuríður_backman,left-green_movement,Þuríður Backman,Þuríður Backman,East,Left-Green Movement,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
Þórunn_sveinbjarnardóttir,social_democratic_alliance,Þórunn Sveinbjarnardóttir,Þórunn Sveinbjarnardóttir,Reykjanes,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
arnbjörg_sveinsdóttir,independence_party,Arnbjörg Sveinsdóttir,"",Eastern Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
björn_bjarnason,independence_party,Björn Bjarnason,Björn Bjarnason,Capital Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
bryndís_hlöðversdóttir,people's_alliance,Bryndís Hlöðversdóttir,"",Capital Region,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
davíð_oddsson,independence_party,Davíð Oddsson,Davíð Oddsson,Capital Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
egill_jónsson,independence_party,Egill Jónsson,"",Eastern Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
einar_guðfinnsson,independence_party,Einar Guðfinnsson,"",Westfjords,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
einar_kristjánsson,independence_party,Einar Kristjánsson,"",Westfjords,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
finnur_ingólfsson,progressive_party,Finnur Ingólfsson,Finnur Ingólfsson,Capital Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
friðrik_sophusson,independence_party,Friðrik Sophusson,Friðrik Sophusson,Capital Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
geir_haarde,independence_party,Geir Haarde,Geir H. Haarde,Capital Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
gunnlaugur_sigmundsson,progressive_party,Gunnlaugur Sigmundsson,"",Westfjords,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
guðjón_guðmundsson,independence_party,Guðjón Guðmundsson,"",Western Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
guðmundur_bjarnason,progressive_party,Guðmundur Bjarnason,"",Northeastern Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
guðmundur_hallvarðsson,independence_party,Guðmundur Hallvarðsson,"",Capital Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
guðmundur_stefánsson,social_democratic_party,Guðmundur Stefánsson,Guðmundur Árni Stefánsson,Reykjanes,Social Democratic Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
guðni_Ágústsson,progressive_party,Guðni Ágústsson,Guðni Ágústsson,Southern Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
guðný_guðbjörnsdóttir,women's_list,Guðný Guðbjörnsdóttir,"",Capital Region,Women's List,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
gísli_einarsson,social_democratic_party,Gísli Einarsson,"",Western Region,Social Democratic Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
halldór_blöndal,independence_party,Halldór Blöndal,Halldór Blöndal,Northeastern Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
halldór_Ásgrímsson,progressive_party,Halldór Ásgrímsson,Halldór Ásgrímsson,Eastern Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
hjálmar_Árnason,progressive_party,Hjálmar Árnason,"",Reykjanes,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
hjálmar_jónsson,independence_party,Hjálmar Jónsson,"",Northwestern Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
hjörleifur_guttormsson,people's_alliance,Hjörleifur Guttormsson,Hjörleifur Guttormsson,Eastern Region,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
ingibjörg_pálmadóttir,progressive_party,Ingibjörg Pálmadóttir,Ingibjörg Pálmadóttir,Western Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
jóhanna_sigurðardóttir,national_awakening,Jóhanna Sigurðardóttir,Jóhanna Sigurðardóttir,Capital Region,National Awakening,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
jón_hannibalsson,social_democratic_party,Jón Hannibalsson,Jón Baldvin Hannibalsson,Capital Region,Social Democratic Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
jón_kristjánsson,progressive_party,Jón Kristjánsson,"",Eastern Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
kristinn_gunnarsson,people's_alliance,Kristinn Gunnarsson,"",Westfjords,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
kristján_pálsson,independence_party,Kristján Pálsson,"",Reykjanes,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
kristín_halldórsdóttir,women's_list,Kristín Halldórsdóttir,"",Reykjanes,Women's List,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
kristín_Ástgeirsdóttir,women's_list,Kristín Ástgeirsdóttir,"",Capital Region,Women's List,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
lára_ragnarsdóttir,independence_party,Lára Ragnarsdóttir,"",Capital Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
lúðvík_bergvinsson,social_democratic_party,Lúðvík Bergvinsson,"",Southern Region,Social Democratic Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
magnús_stefánsson,progressive_party,Magnús Stefánsson,Magnús Stefánsson,Western Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
margrét_frímannsdóttir,people's_alliance,Margrét Frímannsdóttir,"",Southern Region,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
páll_pétursson,progressive_party,Páll Pétursson,Páll Pétursson,Northwestern Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
pétur_blöndal,independence_party,Pétur Blöndal,Pétur H. Blöndal,Capital Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
ragnar_arnalds,people's_alliance,Ragnar Arnalds,Ragnar Arnalds,Northwestern Region,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
rannveig_guðmundsdóttir,social_democratic_party,Rannveig Guðmundsdóttir,Rannveig Guðmundsdóttir,Reykjanes,Social Democratic Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
sighvatur_björgvinsson,social_democratic_party,Sighvatur Björgvinsson,Sighvatur Björgvinsson,Westfjords,Social Democratic Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
sigríður_Þórðardóttir,independence_party,Sigríður Þórðardóttir,Sigríður Anna Þórðardóttir,Reykjanes,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
siv_friðleifsdóttir,progressive_party,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Reykjanes,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
stefán_guðmundsson,progressive_party,Stefán Guðmundsson,"",Northwestern Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
steingrímur_sigfússon,people's_alliance,Steingrímur Sigfússon,Steingrímur J. Sigfússon,Northeastern Region,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
sturla_böðvarsson,independence_party,Sturla Böðvarsson,Sturla Böðvarsson,Western Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
svanfríður_jónasdóttir,national_awakening,Svanfríður Jónasdóttir,"",Northeastern Region,National Awakening,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
svavar_gestsson,people's_alliance,Svavar Gestsson,Svavar Gestsson,Capital Region,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
sólveig_pétursdóttir,independence_party,Sólveig Pétursdóttir,Sólveig Pétursdóttir,Capital Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
tómas_olrich,independence_party,Tómas Olrich,Tómas Ingi Olrich,Northeastern Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
valgerður_sverrisdóttir,progressive_party,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Northeastern Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
vilhjálmur_egilsson,independence_party,Vilhjálmur Egilsson,"",Northwestern Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Ágúst_einarsson,national_awakening,Ágúst Einarsson,"",Reykjanes,National Awakening,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Árni_Árnason,independence_party,Árni Árnason,"",Reykjanes,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Árni_johnsen,independence_party,Árni Johnsen,Árni Johnsen,Southern Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Árni_mathiesen,independence_party,Árni Mathiesen,Árni M. Mathiesen,Reykjanes,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Ásta_jóhannesdóttir,national_awakening,Ásta Jóhannesdóttir,Ásta Ragnheiður Jóhannesdóttir,Capital Region,National Awakening,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Ísólfur_pálmason,progressive_party,Ísólfur Pálmason,"",Southern Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Ólafur_einarsson,independence_party,Ólafur Einarsson,Ólafur Einarsson,Reykjanes,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Ólafur_grímsson,people's_alliance,Ólafur Grímsson,Ólafur Ragnar Grímsson,Reykjanes,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Ólafur_haraldsson,progressive_party,Ólafur Haraldsson,"",Capital Region,Progressive Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Ögmundur_jónasson,people's_alliance,Ögmundur Jónasson,Ögmundur Jónasson,Capital Region,People's Alliance,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Össur_skarphéðinsson,social_democratic_party,Össur Skarphéðinsson,Össur Skarphéðinsson,Capital Region,Social Democratic Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
Þorsteinn_pálsson,independence_party,Þorsteinn Pálsson,Þorsteinn Pálsson,Southern Region,Independence Party,1995,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1995%E2%80%9399"
