localid,id,name,constituency,website,photograph,party,source,term
151,2151,Md. Moslem Uddin,Mymensingh,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=800,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2151.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
152,2152,Reza Ali,Mymensingh,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=801,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2152.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
153,2153,Md. Abdus Sattar,Mymensingh,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=802,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2153.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
154,2154,"Major General Abdus Salam, reds, psc(Retd.)",Mymensingh,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=803,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2154.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
155,2155,Ghyas Uddin Ahmed,Mymensingh,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=804,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2155.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
156,2156,Prof. Dr. M. Amanullah,Mymensingh,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=805,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2156.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
157,2157,Mustaque Ahmed Ruhi,Netrokona,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=806,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2157.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
158,2158,Md. Ashraf Ali Khan Khasru,Netrokona,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=807,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2158.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
159,2159,Monjur Kader Quraishi,Netrokona,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=808,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2159.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
160,2160,Rebecca Momin,Netrokona,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=809,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2160.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
161,2161,"Waresat Hussain Belal, Bir Protik",Netrokona,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=810,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2161.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
162,2162,Syed Ashraful Islam,Kishoreganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=811,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2162.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
163,2163,Prof. M.A. Mannan,Kishoreganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=812,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2163.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
164,2164,Md. Mujibul Haque,Kishoreganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=813,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2164.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
165,10165,Mr. Rejwan Ahammad Taufiq,Kishoreganj,,,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
166,2166,Md. Afzal Hossain,Kishoreganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=815,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2166.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
167,2167,Nazmul Hassan,Kishoreganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=816,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2167.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
168,2168,A B M Anwarul Hoque,Manikganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=817,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2168.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
169,2169,S.M. Abdul Mannan,Manikganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=818,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2169.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
170,2170,Zahid Maleque,Manikganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=819,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2170.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
171,2171,Sukumar Ranjan Ghosh,Munshiganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=820,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2171.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
172,2172,Sagufta Yasmin,Munshiganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=821,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2172.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
173,2173,M Idris Ali,Munshiganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=822,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2173.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
174,2174,Abdul Mannan Khan,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=823,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2174.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
175,2175,Advocate Quamrul Islam,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=824,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2175.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
176,2176,Nasrul Hamid,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=825,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2176.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
177,2177,Sanjida Khanam,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=826,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2177.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
178,2178,Habibur Rahman Mollah,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=827,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2178.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
180,2180,Dr. Mustafa Jalal Mohiuddin,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=829,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2180.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
181,2181,Rashed Khan Menon,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=830,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2181.jpg,Workers Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
182,2182,Saber Hossain Chowdhury,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=831,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2182.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
183,2183,A.K.M. Rahmatullah,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=832,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2183.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
184,2184,Asaduzzaman Khan,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=833,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2184.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
185,2185,Barrister Sheikh Fazle Noor Taposh,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=834,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2185.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
186,2186,Jahangir Kabir Nanak,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=835,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2186.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
187,2187,Md. Aslamul Hoque,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=836,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2187.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
188,2188,Kamal Ahmed Majumder,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=837,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2188.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
189,2189,Md. Elias Uddin Mollah,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=838,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2189.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
190,2190,Alhaj Hussain Muhammad Ershad,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=839,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2190.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
191,2191,Advocate Sahara Khatun,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=840,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2191.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
192,2192,Talukdar Mohammad Towhid Jung Murad,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=841,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2192.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
193,2193,Benjir Ahmed,Dhaka,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=842,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2193.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
194,2194,A.K.M. Mozammel Huq,Gazipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=843,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2194.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
195,2195,Md. Zahid Ahsan Russel,Gazipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=844,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2195.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
196,2196,Alhaz Advocate Md. Rahamat Ali,Gazipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=845,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2196.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
197,2197,Simeen Hussain(Rimi),Gazipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=846,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2197.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
198,2198,Meher Afroze chumki,Gazipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=847,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2198.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
199,2199,"Muhammad Nazrul Islam, Bir Protik",Narsingdi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=848,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2199.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
200,2200,Anwarul Ashraf Khan,Narsingdi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=849,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2200.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
201,2201,Zahirul Haque Bhuiyan Mohan,Narsingdi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=850,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2201.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
202,2202,Nurul Majid Mahmud Humayun,Narsingdi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=851,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2202.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
203,2203,Rajiuddin Ahmed Raju,Narsingdi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=852,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2203.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
204,2204,"Golam Dastagir Gazi, Bir Protik",Narayanganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=853,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2204.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
205,2205,Md. Nazrul Islam Babu,Narayanganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=854,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2205.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
206,2206,Abdullah AL Kaisar,Narayanganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=855,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2206.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
207,2207,Sarah Begum Kabari,Narayanganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=856,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2207.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
208,2208,Nasim Osman,Narayanganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=857,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2208.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
209,2209,Kazi Keramat Ali,Rajbari,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=858,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2209.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
210,2210,Md. Zillul Hakim,Rajbari,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=859,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2210.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
211,2211,Md. Abdur Rahman,Faridpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=861,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2211.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
212,2212,Syeda Sajeda Chowdhury,Faridpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=862,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2212.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
213,2213,Eng.Khandaker Mosharaf Hossain,Faridpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=863,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2213.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
214,2214,Begum Nilufer Zafar Ullah,Faridpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=864,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2214.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
215,2215,Lt. Col. Muhammad Faruk Khan (Retd.),Gopalgonj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=865,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2215.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
216,2216,Sheikh Fazlul Karim Selim,Gopalgonj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=866,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2216.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
217,2217,Sheikh Hasina,Gopalgonj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=867,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2217.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
218,2218,Noor-E-Alam Chowdhury,Madaripur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=868,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2218.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
219,2219,Shajahan Khan,Madaripur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=869,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2219.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
220,2220,Syed Abul Hossain,Madaripur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=870,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2220.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
221,2221,B.M. Muzammel Haque,Shariatpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=873,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2221.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
222,2222,Col. Shawkat Ali (Retd.),Shariatpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=874,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2222.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
223,2223,Nahim Razzak,Shariatpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=875,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2223.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
224,2224,Mouazzam Hossain Ratan,Sunamganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=877,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2224.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
225,2225,Surangit Sengupta,Sunamganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=879,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2225.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
226,2226,M.A. Mannan,Sunamganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=881,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2226.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
