id,name,type,party,area_id,area,gender,image,term,source
86,CHERIF NEE SIDI ADDA YAMINA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:48,Relizane,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/288.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/86-cherif-nee-sidi-adda-yamina
87,CHERIFI AHMED,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/289.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/87-cherifi-ahmed
88,CHIBANE CHERIF,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:27,Mostaganem,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/297.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/88-chibane-cherif
89,CHIHEB SEDDIK,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/295.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/89-chiheb-seddik
90,CHORFI MILOUD,Députés appelés à d'autres fonctions,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:29,Mascara,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/287.jpg,7,http://www.apn.dz/fr/les-membres/deputes-appeles-a-d-autres-fonctions/90-chorfi-miloud
91,BEKADA ASMAA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:16,Alger,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/45.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/91-bekada-asmaa
92,CHOUIHA ZINEB,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:17,Djelfa,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/296.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/92-chouiha-zineb
93,BEKHECHI MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:13,Tlemcen,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/33.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/93-bekhechi-mohamed
94,BEKKAI MOHAMED,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/46.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/94-bekkai-mohamed
95,BEKRAOUI ABDELKADER,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:1,Adrar,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/47.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/95-bekraoui-abdelkader
96,BEKRAR NEE AOUISSAT FATIHA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:45,Nâama,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/350.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/96-bekrar-nee-aouissat-fatiha
97,BELABBAS BELKACEM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:48,Relizane,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/53.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/97-belabbas-belkacem
98,BELAIB MOHAMED TAHAR,National,ALLIANCE NATIONALE REPUBLICAINE,ocd-division/country:dz/wilayah:19,Setif,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/52.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/98-belaib-mohamed-tahar
99,BELARBI BENABDELLAH,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/54.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/99-belarbi-benabdellah
